N_A,N_B,r_Z_A,r_Z_B,r_A_B1,r_B_B2,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Ub1,Ub1_low,Ub1_up,Ub2,Ub2_low,Ub2_up,sim_time_sec
52,48,0.01,0.01,0.07692307692307693,0.09090909090909091,595.4340129757273,584.4592517739849,606.4087741774698,675.2566857630468,659.5601445573157,690.9532269687779,522.6897957105215,511.1108903759993,534.2687010450437,0.16831895363315547,0.16518890778381176,0.17156990847694784,0.07692316690967459,0.07549774734956989,0.07840344692800882,0.09181277338573987,0.09020163972123058,0.09348250817582018,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,8.452985048294067
55,45,0.01,0.01,0.07692307692307693,0.09090909090909091,595.7221582369741,584.6707130405038,606.7736034334445,710.6340834966163,696.3303504479032,724.9378165453294,494.14185895527083,486.9575442853168,501.32617362522484,0.16762945036040752,0.16495513210631896,0.17039191185157235,0.07771174069204632,0.0761149308018923,0.07937698499235712,0.09074594616748216,0.08921718835382875,0.09232800862893026,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,7.991251707077026
49,51,0.01,0.01,0.07692307692307693,0.09090909090909091,595.5157691908262,585.5994724701111,605.4320659115413,636.5617610905273,626.2825160954932,646.8410060855614,559.3073674151109,548.285046810174,570.3296880200478,0.16836890297114057,0.16567903108488796,0.17114755880842436,0.07696750655798226,0.07572690392666583,0.0782494347716424,0.09131267312249342,0.08926126590035163,0.09346058942410942,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,10.300581932067871
32,68,0.01,0.01,0.07692307692307693,0.09090909090909091,595.3618572218345,581.7852434283278,608.9384710153412,413.51718214128243,406.5671525794385,420.46721170312634,743.5986819361659,728.5359577512443,758.6614061210876,0.16791067295622866,0.16476328100935925,0.17118065280116532,0.07723033035081021,0.07529757789448904,0.07926491722260515,0.09116803502361971,0.08906152187404189,0.0933766100949761,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,8.90058708190918
47,53,0.01,0.01,0.07692307692307693,0.09090909090909091,597.8012829725066,583.0436974365084,612.5588685085047,611.7066132124877,600.2592939221838,623.1539325027916,581.8969236868253,572.817097088688,590.9767502849626,0.16746532838210998,0.16406059305552456,0.1710143749440026,0.07665556612274946,0.0751753721417743,0.07819522055353952,0.09119357408835774,0.08975992366777065,0.09267376453498437,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,7.96837854385376
58,42,0.01,0.01,0.07692307692307693,0.09090909090909091,597.1969916954918,586.6978022359509,607.6961811550326,756.7917266083377,738.7590476644326,774.8244055522429,462.0243964794886,454.35288655842606,469.6959064005511,0.1675106570651572,0.1647426535931983,0.17037326599809458,0.07659129777213194,0.07503718580328626,0.07821114634903381,0.09055563711556347,0.0888934842933413,0.09228113304989521,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,9.556228160858154
38,62,0.01,0.01,0.07692307692307693,0.09090909090909091,590.0321331852244,576.0833615100779,603.980904860371,495.9087268069433,486.44441520837466,505.373038405512,683.627086448424,668.5202706310182,698.7339022658299,0.16845270012235208,0.1636362612397638,0.17356126983804934,0.07683424649227612,0.07531805880900952,0.07841273137900989,0.09097720773443442,0.08908268583675494,0.09295406221164373,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,9.550222635269165
35,65,0.01,0.01,0.07692307692307693,0.09090909090909091,599.187134505718,588.9266895718924,609.4475794395435,457.3214151183961,448.00961549818606,466.6332147386061,724.7627036228643,703.6665859464172,745.8588212993113,0.16688009008811847,0.1639584338224679,0.16990776033969346,0.07664387058041325,0.07511112980575343,0.07824046962414474,0.09081328301018997,0.08906299927296878,0.09263373964587121,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,10.364265203475952
44,56,0.01,0.01,0.07692307692307693,0.09090909090909091,594.605393322693,583.533721690223,605.6770649551629,572.5666455734217,559.664372121854,585.4689190249895,613.6698919097963,600.7408070384334,626.5989767811592,0.16809267255070806,0.16498170351014807,0.17132322007348147,0.0768503443102215,0.07511012419887228,0.07867311505520196,0.09121151149292187,0.08943413134369582,0.0930609700651288,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,9.253512382507324
41,59,0.01,0.01,0.07692307692307693,0.09090909090909091,598.7607224215861,587.3073362584283,610.2141085847439,536.458113776657,525.7906842609873,547.1255432923267,649.8259462619754,631.5477815739617,668.1041109499891,0.1668926706154105,0.16407694773992554,0.1698067220918123,0.07646923767718718,0.07510562373906253,0.07788328265122382,0.09019255971894291,0.0883664124249604,0.09209577666216377,1.0,0.9713515668682959,1.028648433131704,1.0,0.9874855732602297,1.0125144267397703,11.72453236579895
53,47,0.01,0.01,0.07692307692307693,0.09090909090909091,594.2109921755182,580.1994010018917,608.2225833491447,690.6424014774268,678.4088189312768,702.8759840235768,518.6356979940741,507.12957853852777,530.1418174496205,0.16763585019288096,0.16448599514420406,0.170908697979847,0.07661170401034281,0.07535624938611031,0.0779096997792033,0.09046312406177617,0.08847451030474239,0.09254318821320999,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,7.666971206665039
50,50,0.01,0.01,0.07692307692307693,0.09090909090909091,595.4268101736607,581.0942039550735,609.7594163922479,648.9499441341503,636.3926525771649,661.5072356911357,550.2214437491998,540.713390060937,559.7294974374627,0.16765480105761818,0.16371928303731578,0.1717841848575444,0.0765929249324392,0.07496301630593198,0.07829528656727591,0.09089787488502235,0.08909053677866294,0.09278006063858962,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,7.378672361373901
63,37,0.01,0.01,0.07692307692307693,0.09090909090909091,593.7858963473872,581.966814349027,605.6049783457473,815.1530198725105,797.7125431686289,832.5934965763921,405.99224725811325,398.6311034663015,413.353391049925,0.1690259496100748,0.16468160481620567,0.1736057148132161,0.07735624388370747,0.07584050260448537,0.07893380767226758,0.09100132978369131,0.08949449910515435,0.09255977084660102,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,7.1273887157440186
59,41,0.01,0.01,0.07692307692307693,0.09090909090909091,596.1200457285688,581.8687722815309,610.3713191756067,764.2878901694921,750.6941736296767,777.8816067093076,450.78550066210266,440.3567133036781,461.21428802052725,0.16755919441844738,0.16380688071154756,0.1714874463496477,0.07715916680167495,0.07570830513427694,0.07866672311083946,0.0910562569670817,0.0892816341098096,0.0929028577433908,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,8.622463941574097
66,34,0.01,0.01,0.07692307692307693,0.09090909090909091,596.5022298487999,584.9110864171743,608.0933732804255,860.7284313568858,842.254825621907,879.2020370918647,371.8864153994405,365.48093519750404,378.291895601377,0.16711239840997175,0.1638684589210777,0.17048736575743687,0.07664138129605783,0.07509763778080171,0.07824992475330728,0.09141110721313603,0.08986358292070873,0.09301286471009826,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,8.62785816192627
56,44,0.01,0.01,0.07692307692307693,0.09090909090909091,593.3240110460431,580.7162266244707,605.9317954676155,727.2312248789225,715.6612194167803,738.8012303410646,483.8860280504409,473.6760279858984,494.0960281149835,0.16863295844506504,0.16425699174691583,0.17324846682162756,0.07730292913670579,0.07591736606851185,0.07874000806628133,0.09088269224511555,0.089235675807647,0.09259164964993757,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,11.685781478881836
69,31,0.01,0.01,0.07692307692307693,0.09090909090909091,594.9454181880085,584.9138959049785,604.9769404710385,903.4057929077362,878.1870330177231,928.6245527977493,339.8775348058409,332.5911510093089,347.163918602373,0.16732605469626538,0.16462728189774176,0.17011478539854008,0.07700302532300063,0.07515576867278578,0.07894337776898644,0.09173457261071376,0.0896908700241008,0.09387358278990825,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,9.677017450332642
60,40,0.01,0.01,0.07692307692307693,0.09090909090909091,593.7959285586278,578.2076530673776,609.384204049878,776.6976111689254,761.0648836316884,792.3303387061624,438.5890434322003,426.53973205367663,450.63835481072397,0.16878560278195565,0.16570419026726385,0.17198378987419333,0.07711577268884386,0.07553021770478703,0.07876932405059632,0.09063615779204759,0.08910363943605182,0.0922223151213144,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,12.698445796966553
75,25,0.01,0.01,0.07692307692307693,0.09090909090909091,595.7283192315011,581.8537239049156,609.6029145580867,968.2611750139158,947.2644419696351,989.2579080581966,276.9074828162862,271.1421318892302,282.67283374334215,0.16839068187923023,0.16362910979884074,0.17343768129112308,0.07712745842518184,0.07546813323639749,0.0788613915138894,0.09018730620225791,0.08858998917607983,0.0918432815411206,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,8.296931743621826
72,28,0.01,0.01,0.07692307692307693,0.09090909090909091,596.2811981019959,580.5125334051957,612.0498627987961,935.9451373220679,917.6358498507605,954.2544247933754,307.3630136613706,302.7283820964123,311.99764522632887,0.16736328615789522,0.1639913550020563,0.17087679321342858,0.07698865418821524,0.0756194230984602,0.07840838464306099,0.09060936772901704,0.0889987565345728,0.09227934780947143,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,11.490424394607544
78,22,0.01,0.01,0.07692307692307693,0.09090909090909091,596.1118028654708,582.5767855437614,609.6468201871803,1012.1862468618455,991.6696401335992,1032.7028535900918,240.7285001983014,236.90298923545168,244.5540111611511,0.16717894095027866,0.16400885134133986,0.1704739938208151,0.07705450822866701,0.07586683468119841,0.07827995853832583,0.09123406323914865,0.08938171984822771,0.09316480718944208,1.0,0.9713515668682959,1.028648433131704,0.999803796384846,0.9872875759682659,1.012320016801426,10.12581729888916
81,19,0.01,0.01,0.07692307692307693,0.09090909090909091,596.7074671685858,586.6069406205241,606.8079937166475,1060.4062091093867,1041.7250538974672,1079.0873643213063,208.51170155654174,204.15351006120676,212.86989305187672,0.1680226085028473,0.16527184126890831,0.17086649252696556,0.07651626948480562,0.07494873519128369,0.07815077362159276,0.090561806008748,0.0886605266966526,0.09254641621942945,1.0,0.9713515668682959,1.028648433131704,0.9987674465089601,0.9863189638444039,1.0112159291735163,9.954932451248169
64,36,0.01,0.01,0.07692307692307693,0.09090909090909091,590.8488706012628,578.6216560824131,603.0760851201125,826.8948444943909,809.7026331081311,844.0870558806507,394.0251916944996,386.72778897972137,401.3225944092778,0.16997977613846663,0.16647568532434756,0.1736345515239737,0.07722657084172052,0.07582667178040764,0.0786791315276147,0.0917587244271656,0.09013213925329404,0.09344509747210081,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,9.877310514450073
87,13,0.01,0.01,0.07692307692307693,0.09090909090909091,610.4439050976953,600.0270194936578,620.8607907017328,1143.4694970573773,1112.7959121112274,1174.1430820035273,151.5147274462827,148.85493189260595,154.17452299995946,0.16222985545686128,0.1596699326339425,0.16487320014280693,0.07656984566035861,0.07522645297341496,0.0779620913294158,0.08575017251156278,0.08418970447078152,0.08736957999343067,1.0,0.9713515668682959,1.028648433131704,0.9427499454950753,0.9150153912569132,0.9704844997332374,7.132237911224365
84,16,0.01,0.01,0.07692307692307693,0.09090909090909091,597.8022565293052,581.7267318722832,613.8777811863272,1097.9131917657205,1074.435897149508,1121.390486381933,179.12392273781626,173.88155760373982,184.3662878718927,0.1662217239014986,0.16356488980493714,0.16896629465469395,0.0765269616679071,0.07497992171487934,0.07813918584246726,0.08891523799645021,0.08720789431575211,0.09069076889751984,1.0,0.9713515668682959,1.028648433131704,0.9906288418903371,0.9775702094436972,1.0036874743369768,9.163536310195923
67,33,0.01,0.01,0.07692307692307693,0.09090909090909091,595.4176702177803,580.5682586177027,610.2670818178578,865.9326082749141,848.157009300443,883.7082072493852,363.2446874498886,357.41607171554045,369.07330318423675,0.16812464086149842,0.16546378982179788,0.17087246979371662,0.07728423342077663,0.0759310963508239,0.07868647293192607,0.09080366481563243,0.08928443693962135,0.09237548877986285,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,9.696107625961304
76,24,0.01,0.01,0.07692307692307693,0.09090909090909091,593.374443811209,580.9363665170091,605.8125211054088,986.5984007628915,971.982157731809,1001.214643793974,264.27241839731914,259.67913552076914,268.86570127386915,0.1681360766260969,0.16515344492174083,0.17122842094405258,0.07686855231560297,0.07527173923282773,0.0785345833034258,0.09086379701114014,0.08899716867537527,0.09281040422297533,1.0,0.9713515668682959,1.028648433131704,0.9999882619836338,0.9874762137498581,1.0125003102174095,9.001404523849487
73,27,0.01,0.01,0.07692307692307693,0.09090909090909091,596.533073068791,585.2119399773002,607.8542061602819,949.5279276495522,931.9632588305548,967.0925964685497,295.58626609606586,289.72011545553994,301.4524167365918,0.16726033380919506,0.16471457284136684,0.16988602258595825,0.07679708840523253,0.0756316107430354,0.07799904810630783,0.09085608326876587,0.08931535550719578,0.09245090051145921,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,7.775409460067749
70,30,0.01,0.01,0.07692307692307693,0.09090909090909091,597.0585563568274,585.8972679333513,608.2198447803034,907.7781275742793,886.873569156771,928.6826859917876,330.4818015357726,321.91057594034334,339.0530271312019,0.1670199699029587,0.16281255249127224,0.17145061289012578,0.07690685717304464,0.0759104757886777,0.07792974293875685,0.09121015930463212,0.08955249179565469,0.0929303529428241,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,10.86663031578064
79,21,0.01,0.01,0.07692307692307693,0.09090909090909091,601.7808079145552,589.8584445860477,613.7031712430628,1030.2124719268613,1005.0010750329553,1055.4238688207674,232.12492722986548,228.2486234673235,236.00123099240744,0.16566666932805021,0.16278955069353127,0.16864731726958437,0.07638317147534894,0.07496315361267557,0.07785802656272718,0.09040638622688643,0.0888998839756549,0.09196482717160213,1.0,0.9713515668682959,1.028648433131704,0.9997774062813716,0.9872796094451876,1.0122752031175555,7.944267511367798
61,39,0.01,0.01,0.07692307692307693,0.09090909090909091,593.305277495926,582.7811550855376,603.8293999063144,794.3219500541366,776.3117602143866,812.3321398938865,430.3802812675789,417.5973812407053,443.16318129445244,0.16887499476751267,0.16547923924988092,0.1724130369052244,0.07690115849150563,0.07565202915180087,0.0781922303928915,0.09124284141046084,0.0886467885132959,0.09399553423862982,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,11.311174154281616
65,35,0.01,0.01,0.07692307692307693,0.09090909090909091,594.5173470302291,584.1781429419314,604.8565511185268,846.0605063549935,830.5864243736412,861.5345883363459,383.1353805576818,376.9238999693107,389.3468611460529,0.168356537918417,0.16530386576392214,0.17152407896324817,0.07710552896541191,0.07527877815531778,0.07902314230558968,0.09135474668769314,0.08988150549869117,0.09287708825476314,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,8.377509355545044
82,18,0.01,0.01,0.07692307692307693,0.09090909090909091,600.6974399163825,591.354080243737,610.0407995890279,1071.4695415720955,1052.9665128859704,1089.9725702582207,200.05995553172707,196.68259588028408,203.43731518317006,0.167687106432062,0.16327804165934326,0.1723408993140818,0.07690397680345971,0.075762329271974,0.07808055725315918,0.09044910031074066,0.08872454791276196,0.09224202238979294,1.0,0.9713515668682959,1.028648433131704,0.9981543575712774,0.9852823282276556,1.0110263869148992,9.134328842163086
88,12,0.01,0.01,0.07692307692307693,0.09090909090909091,627.8890129869991,613.8996882451397,641.8783377288585,1151.1503910852095,1131.2891160428308,1171.0116661275883,144.3990368107579,140.40063115046593,148.39744247104989,0.1593549019438919,0.15667040181272815,0.1621330020848685,0.07668671277930664,0.07552717400121402,0.07788241057130005,0.08300484948719318,0.08070033266263457,0.0854448530781793,1.0,0.9713515668682959,1.028648433131704,0.918303537430588,0.895326703936946,0.94128037092423,10.24989128112793
85,15,0.01,0.01,0.07692307692307693,0.09090909090909091,606.2546857080192,593.3879062187946,619.1214651972439,1112.8577000668936,1082.6622321002462,1143.053168033541,169.7826695882468,167.60116517737373,171.96417399911985,0.16494799838172586,0.1621137145147329,0.16788315108038188,0.0767436191686575,0.07526263525600838,0.07828405724937124,0.08841151550912879,0.086917618171525,0.08995766365560656,1.0,0.9713515668682959,1.028648433131704,0.9770978392665969,0.9505426204319887,1.003653058101205,9.717962503433228
68,32,0.01,0.01,0.07692307692307693,0.09090909090909091,599.7491737123302,586.6809352777321,612.8174121469282,888.9019391529733,872.2480871297367,905.5557911762099,352.1583892204867,346.17586044266193,358.14091799831147,0.166638930497429,0.16297783656483206,0.17046828808595868,0.07625642963598753,0.0751507553894684,0.07739512472658015,0.09073536546533306,0.08936276507211541,0.09215078955018344,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,10.545838594436646
74,26,0.01,0.01,0.07692307692307693,0.09090909090909091,598.372385536553,585.8114777115319,610.9332933615741,971.865049610634,950.5899127416563,993.1401864796115,285.135249529415,280.99628614317203,289.2742129156579,0.16682289470342165,0.16313861128480714,0.17067743307203123,0.07638644822418636,0.07484401996535167,0.07799378871420906,0.09170068259746537,0.08995477184184494,0.0935157066899786,1.0,0.9713515668682959,1.028648433131704,0.9999778955096548,0.9874638485018193,1.01249194251749,7.811244249343872
77,23,0.01,0.01,0.07692307692307693,0.09090909090909091,596.4574925194507,585.0614858417775,607.8534991971239,1002.839597998833,987.0079618395974,1018.6712341580686,253.71320637354128,248.24962529554395,259.17678745153864,0.1674778193072736,0.1630420304878101,0.17216172222671078,0.07688386492368703,0.07554403159080615,0.0782720824019948,0.0905980013115437,0.08888762679647862,0.09237548922844764,1.0,0.9713515668682959,1.028648433131704,0.9998514874024158,0.9873452024329891,1.0123577723718424,9.976365566253662
71,29,0.01,0.01,0.07692307692307693,0.09090909090909091,597.1800409249598,579.9805707087338,614.3795111411858,921.3123232856669,908.2974636352802,934.3271829360536,319.8592576412692,314.69057842917687,325.02793685336155,0.16775322888668645,0.163419690533496,0.17232286012918493,0.07705876440598616,0.07604365865302418,0.0781013380934842,0.09045011615082335,0.08863020249618815,0.09234633609943653,1.0,0.9713515668682959,1.028648433131704,1.0,0.9713515668682959,1.028648433131704,9.679249048233032
83,17,0.01,0.01,0.07692307692307693,0.09090909090909091,588.0855852859055,578.1671446101298,598.0040259616812,1068.1762277923717,1052.078462492861,1084.2739930918824,186.10998551136348,182.78674789316472,189.43322312956224,0.17046094773439568,0.16585605735411438,0.17532884415441435,0.07793237727968115,0.07597177966725625,0.07999684954701962,0.09134713727749519,0.08984021277707963,0.09290547662941816,1.0,0.9713515668682959,1.028648433131704,0.9938136251192223,0.981550334670463,1.0060769155679816,6.887933254241943
62,38,0.01,0.01,0.07692307692307693,0.09090909090909091,589.0000658801856,578.697330671878,599.3028010884932,802.5817172625991,788.3274547305323,816.835979794666,416.9533802230879,410.8108091001595,423.0959513460163,0.16987262620791155,0.1671179719123645,0.1727196140046071,0.07714109326822512,0.0760971777332933,0.0782140484374687,0.09207610494758828,0.08945138787665836,0.09485950919697388,1.0,0.9874855732602297,1.0125144267397703,1.0,0.9713515668682959,1.028648433131704,9.815160274505615
80,20,0.01,0.01,0.07692307692307693,0.09090909090909091,588.5711645131171,572.6492908452697,604.4930381809645,1040.8325874183788,1021.078283260467,1060.5868915762906,218.70355408887932,214.39590897801602,223.0111991997426,0.16938320854235664,0.16595884042996423,0.17295186969981158,0.07686197680716886,0.07523682261078259,0.07855888935977562,0.09128114363235161,0.08961126925065876,0.0930144348032548,1.0,0.9713515668682959,1.028648433131704,0.9993520913931357,0.986848953274899,1.0118552295113725,11.119934320449829
90,10,0.01,0.01,0.07692307692307693,0.09090909090909091,659.6507409841964,642.382609917557,676.9188720508358,1169.74621407203,1149.0178068277348,1190.474621316325,132.93011585389067,129.49432380331524,136.3659079044661,0.1518482726337251,0.14908563633429836,0.1547152282721634,0.07668111223878171,0.07526333299863747,0.07815333207477708,0.07532675935652547,0.0743918758052808,0.07628543934232508,1.0,0.9713515668682959,1.028648433131704,0.8253431919698672,0.8074221458008454,0.843264238138889,9.131011962890625
89,11,0.01,0.01,0.07692307692307693,0.09090909090909091,636.455482811474,622.9715720684585,649.9393935544895,1151.4947791740005,1133.0249954756882,1169.9645628723129,138.7021710335293,136.52515298719723,140.8791890798614,0.1571131277623512,0.1545555548509333,0.15975676996381824,0.07677136401404286,0.07530093512297578,0.07830036384641957,0.07960518464342077,0.07819464673761886,0.08106754621987468,1.0,0.9713515668682959,1.028648433131704,0.8757931164748107,0.8526672895620114,0.89891894338761,7.814584493637085
86,14,0.01,0.01,0.07692307692307693,0.09090909090909091,608.4198262692112,599.7522160020594,617.0874365363629,1119.6988961937614,1099.0208371301603,1140.3769552573624,157.84247355291183,153.34252079606682,162.34242630975683,0.163692749792579,0.15970983206839937,0.16787940408553853,0.0767712342075747,0.07548671611895393,0.07810022501435726,0.08764227639014435,0.08611089743032323,0.08922910900023426,1.0,0.9713515668682959,1.028648433131704,0.9695986215444198,0.941384501504829,0.9978127415840106,7.760872840881348
93,7,0.01,0.01,0.07692307692307693,0.09090909090909091,746.360314114083,731.8609274531467,760.8597007750194,1214.6909982943678,1190.0710032070247,1239.310993381711,121.5995136995697,119.32726463211935,123.87176276702004,0.13397994167924018,0.131920296491648,0.1361049205650107,0.07656071513831204,0.07545378988078096,0.07770060166548023,0.057450163168735226,0.0558862539204729,0.059104120523409694,1.0,0.9713515668682959,1.028648433131704,0.6296413758028816,0.6149669559168357,0.6443157956889275,6.806270360946655
96,4,0.01,0.01,0.07692307692307693,0.09090909090909091,892.8535195856379,877.8070818605751,907.8999573107006,1253.3970635606906,1233.0466205967248,1273.7475065246565,114.65890767513285,113.04864755118221,116.26916779908349,0.11183457186123777,0.10995533700382437,0.11377915925411795,0.07677461011109436,0.07484850840390309,0.07880246018218359,0.034832030826651865,0.03432560077592561,0.03535362809708096,1.0,0.9713515668682959,1.028648433131704,0.3814577102761182,0.3711683007384215,0.3917471198138149,8.201517343521118
91,9,0.01,0.01,0.07692307692307693,0.09090909090909091,676.6475909543557,660.000475464501,693.2947064442103,1168.2522437523317,1145.4440871859313,1191.060400318732,127.88832312021594,125.71020839141035,130.06643784902153,0.14711078320923535,0.14340281778211522,0.15101559207585147,0.0778491935761968,0.07658500804718167,0.07915581531337694,0.07008230334465168,0.06818923988909327,0.07208347829138677,1.0,0.9713515668682959,1.028648433131704,0.7688535036657776,0.7516734227082693,0.786033584623286,4.336166620254517
94,6,0.01,0.01,0.07692307692307693,0.09090909090909091,781.1917249377542,764.2537808573843,798.1296690181241,1209.563897539955,1174.6963338489097,1244.4314612310002,118.50194046354687,115.1273687834887,121.87651214360504,0.12783345540056973,0.12602509474249332,0.129694468678984,0.07685443896338154,0.07566699580503788,0.07807974543331048,0.05063390372796983,0.04926411074595185,0.05208204975482432,1.0,0.9713515668682959,1.028648433131704,0.5619796933900406,0.5473423813346264,0.5766170054454548,3.7298197746276855
92,8,0.01,0.01,0.07692307692307693,0.09090909090909091,708.9650951442587,694.8748357386183,723.0553545498991,1204.0740844300162,1180.4808237222323,1227.6673451378,124.55191526089828,122.43356454639823,126.67026597539834,0.14207218083222903,0.13799526488843444,0.14639732629414048,0.0764878251307421,0.07519855213362278,0.07782207826785252,0.06402892978210756,0.06315479531940789,0.06492760191182517,1.0,0.9713515668682959,1.028648433131704,0.7078439486370822,0.6909202308933631,0.7247676663808014,3.5927951335906982
99,1,0.01,0.01,0.07692307692307693,0.09090909090909091,1168.6381108212129,1146.837041542792,1190.4391800996339,1292.1228796932096,1266.6593876769311,1317.586371709488,111.0803689370647,109.2372682750136,112.9234695991158,0.08569919997956088,0.08417812400403922,0.0872762584073596,0.07656402114910081,0.0752069481459145,0.07797096958220269,0.009002490805252675,0.008855555036964877,0.00915438490719504,1.0,0.9713515668682959,1.028648433131704,0.10069560678654114,0.09798344989273365,0.10340776368034864,10.545803546905518
97,3,0.01,0.01,0.07692307692307693,0.09090909090909091,963.8847598678475,949.1098669403871,978.6596527953079,1263.3326682534569,1243.0314435461041,1283.6338929608096,113.19186710500719,111.3741090521625,115.00962515785189,0.1038120180236193,0.1021669860151158,0.10551089161002974,0.07669966059092646,0.07545697959970031,0.07798395771475536,0.026594366584950808,0.025963590165375097,0.02725655514022414,1.0,0.9713515668682959,1.028648433131704,0.2926329159011606,0.2849249159525714,0.30034091584974976,4.925952911376953
95,5,0.01,0.01,0.07692307692307693,0.09090909090909091,835.6852071862974,817.517835201284,853.8525791713107,1233.0388460760485,1211.3732580297396,1254.7044341223573,117.66281572767312,114.28677473654602,121.03885671880022,0.11956962528804085,0.11748086718423831,0.12173400226129591,0.076847684183995,0.0757132375738497,0.07801664379963798,0.042487218219721214,0.04187058687810702,0.043122283391813766,1.0,0.9713515668682959,1.028648433131704,0.4617223641780468,0.44826689118529806,0.47517783717079554,3.3705005645751953
100,0,0.01,0.01,0.07692307692307693,0.09090909090909091,1302.336893544823,1279.0990582588643,1325.5747288307816,1302.336893544823,1279.0990582588643,1325.5747288307816,0.0,0.0,0.0,0.07788749456355806,0.07635074453998039,0.07948737717750821,0.07788749456355806,0.07635074453998039,0.07948737717750821,0.0,0.0,0.0,1.0,0.9874855732602297,1.0125144267397703,0.0,0.0,0.0,4.145738363265991
98,2,0.01,0.01,0.07692307692307693,0.09090909090909091,1056.2082375694424,1033.4935528080862,1078.9229223307987,1272.867211996145,1247.8772457798048,1297.8571782124852,112.77402748832442,110.45407083123881,115.09398414541003,0.09457221825077698,0.0923310365914901,0.0969249084752337,0.07705998445657376,0.07591726387491238,0.07823763163946176,0.01773200973791427,0.017395817772487297,0.018081452291472067,1.0,0.9713515668682959,1.028648433131704,0.19536589626380535,0.19167255413894574,0.19905923838866496,4.997116565704346
