N_A,N_B,r_Z_A,r_Z_B,r_gw,r_A_s1,r_B_s2,r_B_s3,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Us1,Us1_low,Us1_up,Us2,Us2_low,Us2_up,Us3,Us3_low,Us3_up,Ugw,Ugw_low,Ugw_up,sim_time_sec
6,19,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,223.40534908520053,218.7875166162662,228.02318155413485,225.9948194942378,219.88435682280624,232.10528216566934,223.97333047610545,218.76642247386684,229.18023847834405,0.11138212156276213,0.10925043024939926,0.11359865532107163,0.026634253043270523,0.026211489437521576,0.02707087767243813,0.08471177309305171,0.08338802760458486,0.08607822417944866,0.2945153997145165,0.28868057007548203,0.300350229353551,0.25402713864855025,0.24859117325663474,0.2594631040404658,0.5094860691247226,0.494970831215543,0.5240013070339022,0.9993683578135053,0.9868352213279997,1.011901494299011,18.360246896743774
1,24,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,215.66163917775597,211.23206147072455,220.0912168847874,130.56494103484445,126.75395026783991,134.375931801849,220.87301055121281,216.52620652083706,225.21981458158857,0.11616607530630564,0.11392989892701105,0.11849179091278783,0.007659023870221988,0.007441808861088323,0.007889300474556655,0.10885903020806259,0.10678741380387426,0.1110126131279567,0.10825177471503793,0.10587305750568907,0.11063049192438679,0.6550882539407222,0.6435354591856798,0.6666410486957647,0.9834087848978019,0.9682219027498187,0.9985956670457852,0.7022920879423957,0.6831280844230259,0.7214560914617656,28.896363019943237
5,20,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,188.547683281982,182.90667265541236,194.1886939085516,137.92138826070146,135.89313148249937,139.94964503890355,208.29812266331737,202.72066946890504,213.8755758577297,0.13298028651824836,0.12974939682024184,0.13637618999136367,0.036271038789364815,0.035218898905051026,0.03738797840112668,0.09613060968407731,0.0934235558284725,0.09899922489660784,0.5435892976808951,0.534371089734605,0.5528075056271853,0.6776623339147766,0.660379080176868,0.6949455876526852,0.9738008550587873,0.9487146533630842,0.9988870567544904,0.659224233977033,0.644413457905357,0.674035010048709,13.94517469406128
0,25,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,251.20532626709652,247.0290743427938,255.38157819139926,0.0,0.0,0.0,251.20532626709652,247.0290743427938,255.38157819139926,0.09942267977206157,0.09751546191009586,0.10140598897968928,0.0,0.0,0.0,0.09942267977206157,0.09751546191009586,0.10140598897968928,0.0,0.0,0.0,0.6977758495404817,0.6803198625803474,0.715231836500616,0.9943752063199244,0.9815716821548083,1.0071787304850406,0.49440174818594446,0.48028993843063156,0.5085135579412573,10.3863685131073
3,22,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,226.26014884812042,222.3502618571924,230.17003583904844,220.06038307176024,216.53312525042404,223.58764089309645,226.7266113409029,222.85230914911585,230.60091353268996,0.11072693364401613,0.1081817687127687,0.11339474289163422,0.013631476756384603,0.013419125168815013,0.013850657142292546,0.09672223902858595,0.09504092439512038,0.09846411130371095,0.14905343142995325,0.14567336662214592,0.1524334962377606,0.29036994552190715,0.282216073104837,0.2985238179389773,0.5802342809593308,0.5677446097885602,0.5927239521301014,0.9987859640168812,0.9863443302096947,1.011227597824068,18.595314264297485
3,22,0.01,0.01,1.0,0.05263157894736842,0.09090909090909091,0.07142857142857142,265.4484550883802,261.0573101185243,269.83960005823604,126.55576220282835,124.84189480068028,128.26962960497642,312.2651194064948,305.9160663719997,318.61417244098993,0.09395957346742267,0.09254930943079492,0.09541348168848102,0.02386446913805447,0.02318837939194849,0.02458116757852078,0.07074022283567048,0.06963555346817478,0.07188050518051202,0.4511440505827469,0.4407570991761091,0.46153100198938474,0.7789074024078682,0.757344587431799,0.8004702173839373,0.9925670555903501,0.9793678137907386,1.0057662973899615,0.0936730130909091,0.0915153763943296,0.09583064978748859,15.74926495552063
4,21,0.01,0.01,0.14285714285714285,0.07692307692307693,0.2,0.125,186.87118133768166,183.86256806458417,189.87979461077916,159.4501633166205,155.07441379554214,163.82591283769884,192.57269642417558,189.2793495397391,195.86604330861206,0.13424672349869904,0.1317240218828363,0.13686793840265402,0.024911701396787788,0.02462111473483005,0.025209229182904844,0.10851300542066401,0.10672246785320268,0.11036464974127018,0.32432317670953636,0.3186830710258397,0.329963282393233,0.5466439338352626,0.5353703000664122,0.5579175676041129,0.8840557197010748,0.8621560985143393,0.9059553408878103,0.9363098003723797,0.9163046139989283,0.956314986745831,22.777788877487183
6,19,0.01,0.01,0.5,0.05555555555555555,0.1,0.07692307692307693,212.81732190543607,209.5783075659236,216.05633624494854,142.93441981291437,141.1813777397182,144.68746188611055,252.15088910221894,248.02177518351797,256.2800030209199,0.11725902103948109,0.11388316469871686,0.12084113353113378,0.04197147881908645,0.04109158987362567,0.042889874196181496,0.07546762623110803,0.07410797577561397,0.07687809983209694,0.7521159854592544,0.7379941137899995,0.7662378571285093,0.7557384364528453,0.7422267824098794,0.7692500904958113,0.9810141196767022,0.9649836400572332,0.9970445992961711,0.2365311204866417,0.23205161591454143,0.241010625058742,17.23736262321472
6,19,0.01,0.01,0.1,0.1,0.5,0.2,249.9076832163488,245.54200330103984,254.27336313165776,252.3572501220239,247.53886406240315,257.1756361816447,249.4499960728501,244.68425757643374,254.21573456926646,0.10005686975372581,0.09796810015842922,0.1022366487124923,0.023809784398976665,0.023398383144048435,0.02423591146639937,0.0760903368261714,0.07446820444513746,0.07778471231893504,0.23649883366129446,0.2308583660672562,0.2421393012553327,0.15067428263969787,0.14741395420837358,0.15393461107102216,0.3799396989412255,0.369954511351691,0.38992488653075996,0.9997926562715678,0.9873066202180022,1.0122786923251332,16.64145851135254
0,25,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,225.79627140326264,219.42182866562558,232.1707141408997,0.0,0.0,0.0,225.79627140326264,219.42182866562558,232.1707141408997,0.1104199770553286,0.10858898678525354,0.11231377340042463,0.0,0.0,0.0,0.1104199770553286,0.10858898678525354,0.11231377340042463,0.0,0.0,0.0,0.6593577375553603,0.6451747574310596,0.6735407176796611,0.992063733040807,0.9789035622305319,1.0052239038510822,0.6554911113533214,0.6395214977705102,0.6714607249361326,9.897071361541748
5,20,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,181.56045931697028,176.4114630263892,186.70945560755135,146.22472190031345,143.8429115753903,148.6065322252366,193.86031841238423,191.37638485711466,196.3442519676538,0.13773665209317976,0.13393257672857306,0.141763138216812,0.034129817616882795,0.03315279791714744,0.03516617185623494,0.10325006725859069,0.10182753811395275,0.10471290493341287,0.4772548449774044,0.4675358892783127,0.4869738006764961,0.6137661160483837,0.5974054619013404,0.6301267701954271,0.9391008437189449,0.9251046939667941,0.9530969934710957,0.8225972332678442,0.8052410633456522,0.8399534031900362,14.807245254516602
2,23,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,217.7752845701236,212.32378305013026,223.22678609011695,128.27031658255058,125.99174474121249,130.54888842388866,231.2668081104262,227.63850789159616,234.89510832925626,0.1153511542346866,0.11328200352320568,0.11749729936827932,0.015592887251567345,0.015321061890550833,0.015874532250509908,0.09866156710062673,0.0958670101483015,0.10162394059354202,0.23512830418537362,0.22998024118020444,0.2402763671905428,0.6961529304338834,0.6814098004548291,0.7108960604129376,0.9874796540237536,0.9747571099765049,1.0002021980710023,0.5780067566217283,0.5639856688406717,0.5920278444027849,19.633909463882446
