N_A,N_B,r_Z_A,r_Z_B,r_gw,r_A_s1,r_B_s2,r_B_s3,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Us1,Us1_low,Us1_up,Us2,Us2_low,Us2_up,Us3,Us3_low,Us3_up,Ugw,Ugw_low,Ugw_up,sim_time_sec
4,21,0.01,0.01,0.1,0.1,0.5,0.2,246.99380982998144,240.64420808852256,253.34341157144033,249.74488113592113,245.75711897507895,253.7326432967633,248.39038132489523,242.919569336246,253.86119331354445,0.09992748305435037,0.09809407822278583,0.10183072685873701,0.016121150749934,0.015684265498060908,0.016583072266427298,0.08387755022034979,0.08236072057062613,0.08545129875807035,0.1603447439076397,0.15650413760450096,0.16418535021077843,0.16725860913165194,0.16329022310295324,0.17122699516035064,0.42021263395182334,0.41224821219524754,0.42817705570839915,0.9997217907425412,0.9872372571820962,1.0122063243029862,21.241092205047607
2,23,0.01,0.01,0.14285714285714285,0.07692307692307693,0.2,0.125,195.8438536376908,192.5711210851905,199.11658619019113,151.43981938467294,148.82696178243657,154.05267698690932,201.17592326691192,195.26337507635913,207.08847145746472,0.12763442389209864,0.12538108043653065,0.12997024359312115,0.01318527546630316,0.012963482049648272,0.013414790358672667,0.11441651450615516,0.11288202303268538,0.11599329994068862,0.16821206996754312,0.16320947962179058,0.17321466031329566,0.5647857905723358,0.5502359100590617,0.5793356710856099,0.9057951004479755,0.8891661926018943,0.9224240082940567,0.9029597318924424,0.8865853426678542,0.9193341211170306,24.671523094177246
3,22,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,204.96635463858647,200.8472019735413,209.08550730363163,131.1298280645448,129.0807041699271,133.1789519591625,222.28948771476408,218.1936946347515,226.38528079477666,0.12174852071757883,0.11840671685861005,0.12528443506150236,0.02287744669931165,0.022523461146784537,0.023242736603253406,0.09888509614369134,0.09627722484464837,0.10163818020347064,0.3446599695635775,0.33825310943905534,0.3510668296880996,0.6877896492617046,0.6729536703532208,0.7026256281701884,0.9837056388850004,0.9709509490020481,0.9964603287679527,0.6093635587496342,0.5914305972742031,0.6272965202250653,16.021971702575684
8,17,0.01,0.01,1.0,0.05263157894736842,0.09090909090909091,0.07142857142857142,213.07470042067396,208.96756653178926,217.18183430955867,165.9281937220432,161.2448285354804,170.611558908606,246.01864059308676,241.36622040436959,250.67106078180393,0.11735953221355418,0.1155169404396392,0.11926185856233411,0.048556017126445486,0.04725061838447633,0.04993559402617703,0.06904693556411828,0.06801937167678451,0.07010602233693296,0.9169553909029141,0.889857580508768,0.9440532012970603,0.744066485592451,0.7240352260971908,0.7640977450877112,0.9745791441226948,0.9621647788438535,0.986993509401536,0.118729851415211,0.11632135206017019,0.12113835077025181,11.124901056289673
8,17,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,226.9178404966907,222.7806631223998,231.0550178709816,226.5323254597538,220.10549452459614,232.95915639491145,224.21613907974208,217.93169802615043,230.50058013333373,0.11027097000284712,0.10773130261471234,0.11293326901332454,0.035120724449176736,0.0345489153021559,0.03571177983212619,0.07536134164513071,0.07381219888696192,0.07697690404879332,0.3857835412739859,0.37628460665640084,0.39528247589157095,0.22509899874040634,0.22009991484527963,0.23009808263553305,0.4491679184888102,0.43837831745583683,0.4599575195217836,0.9992771678124162,0.9867713312549575,1.0117830043698748,11.365463495254517
1,24,0.01,0.01,0.125,0.08333333333333333,0.25,0.14285714285714285,207.09695103452495,203.01202449877496,211.18187757027493,179.02699669178733,174.0947144825256,183.95927890104906,208.19167705266418,204.42795558394658,211.95539852138177,0.1212762749464856,0.11879327437922137,0.123865290083486,0.005585749738748055,0.005435985648421115,0.005743999770311079,0.11622729405899707,0.1133134063833253,0.11929500018398502,0.06788601621864919,0.06617080971362639,0.06960122272367199,0.4652908159045474,0.4524935940258354,0.4780880377832594,0.7991952990742546,0.77908570925462,0.8193048888938892,0.9790286382658537,0.9665474368605824,0.991509839671125,48.179670333862305
9,16,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,171.2206332440963,168.31949294049366,174.12177354769892,165.79688380389592,161.21739368628675,170.3763739215051,174.76921608782112,171.6933218963918,177.84511027925043,0.14574781046729088,0.1435751610084025,0.1479872254400231,0.05437853027787707,0.05346275615252382,0.05532622411455581,0.09157540588693393,0.08994056858501231,0.09327077590773844,0.7580167767804331,0.7431927624178258,0.7728407911430404,0.5475271495304765,0.5336998191739218,0.5613544798870312,0.8318433756606265,0.8079470792303314,0.8557396720909216,0.8767219304495864,0.8539309521550361,0.8995129087441366,11.433589458465576
4,21,0.01,0.01,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,221.3187904821928,217.34054029052848,225.29704067385714,131.3029835877502,129.2185236273606,133.38744354813977,254.41210930455912,247.0987160906647,261.72550251845354,0.11288594460941659,0.11091082550833883,0.11493268568995547,0.03042156802715885,0.02991578016405632,0.030944752791276793,0.08256988800052995,0.08123753775577344,0.08394666983302179,0.518484442587521,0.5089116348285149,0.5280572503465272,0.7424238568201227,0.7244488255973255,0.7603988880429199,0.989706816075859,0.976875564818335,1.002538067333383,0.3400439382150322,0.3306723321448607,0.3494155442852037,15.920034408569336
7,18,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,174.23070914386093,171.58224048092612,176.87917780679575,154.7872488162694,152.52396684593955,157.05053078659924,183.23768737921372,179.66081373039864,186.8145610280288,0.14319874853385536,0.14064232203566998,0.1458498308463103,0.045091597119392805,0.043952170835838265,0.04629167320567463,0.09806492044673844,0.09661156681489208,0.09956266828710439,0.6283028704907753,0.6174889638477962,0.6391167771337544,0.5891593730804843,0.5744288796854778,0.6038898664754907,0.8807135690904011,0.8572876081163326,0.9041395300644696,0.8602669385095048,0.841947989799086,0.8785858872199235,14.909367561340332
5,20,0.01,0.01,999999999999999.9,0.05,0.08333333333333334,0.06666666666666668,245.10443572317047,241.39219812037908,248.81667332596186,139.99186093813316,138.1484434819172,141.8352783943491,302.22149065479226,293.36951386653794,311.0734674430466,0.10194849832742922,0.10025131085768936,0.10370413987718975,0.03567764901581641,0.03508500795007916,0.03629065536608028,0.066004838222624,0.0649189209431398,0.06712770241891304,0.7139069907988176,0.6932924348931334,0.7345215467045018,0.8038773145662983,0.7862858504959918,0.8214687786366048,0.988264028718157,0.9758122946592056,1.0007157627771084,8.128605885835807E-20,0.0,7.344705420425473E-12,13.309666872024536
8,17,0.01,0.01,0.5,0.05555555555555555,0.1,0.07692307692307693,200.6530593138297,197.67848541938056,203.6276332082788,160.6728590985338,158.5076408294907,162.8380773675769,227.0942719580856,223.67611517870722,230.512428737464,0.12438780646560632,0.12213377766052676,0.1267265976413554,0.0498845193077098,0.048496452809168235,0.051354385619629336,0.07486027366848891,0.07388491789723947,0.07586172530021999,0.8894485652385224,0.8683877044561565,0.9105094260208884,0.746637073407666,0.7274755353132281,0.765798611502104,0.9677491705069389,0.9516075123414356,0.9838908286724422,0.24659978837083382,0.24100503242368387,0.25219454431798377,10.623673439025879
8,17,0.01,0.01,0.1,0.1,0.5,0.2,251.93041402939525,245.23672302922614,258.62410502956436,252.69305368413694,246.43016248261594,258.9559448856579,249.97661029365133,244.553470883089,255.39974970421366,0.09923430300846545,0.09674663700096076,0.10185327709412272,0.03165097428075057,0.031182720566069733,0.032133505406943916,0.06775683269357897,0.06640751138584237,0.06916212444836693,0.31360163455189927,0.3058909685632012,0.32131230054059734,0.1344557021032084,0.1307669382043162,0.1381444660021006,0.3377727705102787,0.3300729272560688,0.3454726137644886,0.9999418858408284,0.9874312711824101,1.0124525004992468,11.288082122802734
3,22,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,193.6738603082814,190.92966586089824,196.41805475566457,137.608279214181,133.50672777168353,141.7098306566785,204.32208416647623,200.9437769619368,207.70039137101566,0.12907974623318497,0.12747758219427682,0.1307226955126935,0.0217951109570031,0.021484244834950265,0.022115105310043588,0.10747026534458493,0.10603491954371769,0.10894500361129783,0.31000575512757017,0.30311749001486393,0.3168940202402764,0.6442183009088029,0.630516817413056,0.6579197844045499,0.9682968123287695,0.9518298387735394,0.9847637858839996,0.7745477648173241,0.7556943057113498,0.7934012239232985,17.631298303604126
1,24,0.01,0.01,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,275.2213467075446,267.8743598720463,282.56833354304297,120.61528022905992,118.32180724184347,122.90875321627637,290.1628610222679,285.95008959670923,294.3756324478266,0.09073346632126378,0.08902063777309745,0.09251350034993541,0.008290823501805945,0.008136117028543525,0.008451527434465679,0.08280195693567993,0.08161463698058657,0.08402433285752439,0.13975146829408988,0.1370107285100045,0.14249220807817525,0.7357138055865421,0.7170199380550852,0.754407673117999,0.9979163070627425,0.9854932114445252,1.0103394026809598,0.2759949166932016,0.2689753236098985,0.28301450977650466,38.03861474990845
9,16,0.01,0.01,0.14285714285714285,0.07692307692307693,0.2,0.125,181.51185826316748,178.7504332217186,184.27328330461637,181.12462251579026,178.31816539987608,183.93107963170445,182.41958850012335,179.74489741967952,185.0942795805672,0.13738762856790926,0.1350927498805484,0.13976182280667743,0.04977079776842099,0.048739644774433724,0.050846524650926976,0.08780011272211616,0.08535316752935147,0.0903914992030651,0.643124190690235,0.6250404596367459,0.661207921743724,0.43993578882807494,0.43262188836151483,0.44724968929463504,0.6982392880613852,0.6806055948161838,0.7158729813065867,0.9633899127423462,0.9507737005693352,0.9760061249153572,11.442127227783203
10,15,0.01,0.01,0.5,0.05555555555555555,0.1,0.07692307692307693,196.94885108319048,191.3649973698707,202.53270479651025,187.3791750435282,184.80446672266112,189.95388336439527,207.74343210522417,204.2734315581795,211.21343265226884,0.1280237044756182,0.12451753774977692,0.13173304558094762,0.0533586388358831,0.05251738651911727,0.05422728118371017,0.07315873433006688,0.07135549363345535,0.0750554781663357,0.9661483199205817,0.9379877505135313,0.9943088893276321,0.7242526835057798,0.7031956266096698,0.7453097404018897,0.9437131322570762,0.9218183630864656,0.9656079014276868,0.25163689107923926,0.2441265143003858,0.2591472678580927,11.64393162727356
7,18,0.01,0.01,0.14285714285714285,0.07692307692307693,0.2,0.125,182.42320257876915,179.64445996879294,185.20194518874536,172.88289342655122,169.9235364202862,175.84225043281623,186.88180465029728,183.51259792243232,190.25101137816225,0.13681120767802193,0.1328671080805546,0.14099662838361063,0.04048675128996546,0.039813259409795826,0.041183421198073625,0.09627335812934133,0.09471543632718911,0.09788338781251628,0.5281997958814904,0.5170491020364621,0.5393504897265186,0.48101063889327716,0.46938935354529276,0.49263192424126157,0.7700867010850521,0.7568199185640919,0.7833534836060122,0.9580362760837831,0.9416325447189385,0.9744400074486276,11.88756275177002
10,15,0.01,0.01,0.1,0.1,0.5,0.2,248.68197040557806,244.13593924130248,253.22800156985363,253.50703514916606,247.8782209230832,259.1358493752489,245.4869209784468,240.96786795109253,250.00597400580105,0.10058442729288906,0.09901522252216347,0.10220417088847972,0.03935190653918624,0.0386359708394382,0.040094876176233425,0.0609535472142223,0.06002180492001943,0.06191467325466704,0.3930665682591471,0.38512479412690764,0.40100834239138655,0.12103848083060471,0.11779586254499674,0.12428109911621268,0.3035485531152691,0.29539214457274077,0.3117049616577975,0.9999424855719867,0.987435021877315,1.0124499492666585,9.7874915599823
8,17,0.01,0.01,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,189.76917006223619,184.52402128584862,195.01431883862375,156.11817707394368,151.6621868432668,160.57416730462057,211.14205374625195,208.15106390384233,214.13304358866156,0.1319458199897987,0.13011355752583528,0.13383042345539028,0.051053042768456076,0.0497733164173322,0.05240031204768756,0.08064897678543392,0.07854248064987225,0.08287157860073092,0.8599776596629242,0.8379638674993654,0.881991451826483,0.7322422042139235,0.7105272515170432,0.7539571569108038,0.964958123103179,0.9497458125873346,0.9801704336190233,0.3984071774411416,0.38835096146925036,0.4084633934130329,9.511432886123657
9,16,0.01,0.01,999999999999999.9,0.05,0.08333333333333334,0.06666666666666668,222.3479411293575,218.96641180055624,225.72947045815877,188.58200323778485,185.5012861414192,191.6627203341505,247.70889339034213,243.27948075621265,252.1383060244716,0.11316426547702751,0.1099864985316971,0.11653112188365668,0.04782128344323775,0.047066322580136724,0.0486008588235407,0.06434057709779287,0.06252873583971864,0.06626055197393434,0.9637921666069749,0.9376290810080933,0.9899552522058565,0.7798020650421543,0.7639959083544621,0.7956082217298466,0.976892515622927,0.9620361527798658,0.9917488784659882,2.3949155325935804E-20,0.0,3.9866539348782034E-12,12.516926765441895
9,16,0.01,0.01,0.125,0.08333333333333333,0.25,0.14285714285714285,199.46744179787495,195.97581787325745,202.95906572249245,202.08472771444195,196.07261623860487,208.09683919027904,199.90855092196455,196.5535804720602,203.2635213718689,0.1253523896649507,0.12327068575140342,0.12750560983547052,0.04456815245298564,0.04328475884361435,0.045929976806090574,0.07967013214361955,0.07862243466500843,0.08074612929932916,0.5325806744807994,0.5176138779718001,0.5475474709897986,0.3229368996842023,0.3140249971506271,0.3318488022177775,0.5672984088105648,0.5539600880808591,0.5806367295402706,0.9938771644697132,0.9814546533683673,1.0062996755710591,10.480468988418579
11,14,0.01,0.01,0.14285714285714285,0.07692307692307693,0.2,0.125,180.88614462842025,177.12014633333294,184.65214292350757,188.62084661981646,185.85473379193832,191.3869594476946,175.7157769058492,170.48710306437536,180.94445074732303,0.13742872572746473,0.13564499348282918,0.1392599952609488,0.058357046233893234,0.05689245423962748,0.05989903719765819,0.07857876554293405,0.07734822936518014,0.07984908798381164,0.7580576125116522,0.7437016761628937,0.7724135488604106,0.39148058846442096,0.3833664315813157,0.3995947453475262,0.633279775776317,0.619704684187735,0.6468548673648989,0.9569092851689522,0.9436273765880574,0.9701911937498471,12.590325355529785
11,14,0.01,0.01,999999999999999.9,0.05,0.08333333333333334,0.06666666666666668,222.63884829383642,218.13166471362354,227.1460318740493,222.63353281517104,219.3579569499389,225.90910868040316,223.2339062109646,220.061331178458,226.40648124347118,0.11236444079545373,0.11006344364447058,0.11476370200893941,0.0494690999158971,0.04854481305700182,0.050429266521016626,0.06270824448385187,0.06094312430782011,0.06457866220350798,0.9923555448139706,0.9803861794225983,1.0043249102053429,0.7608651523704776,0.7414715939699387,0.7802587107710165,0.9484394352534552,0.9344450842228911,0.9624337862840193,8.898927593481798E-20,0.0,7.685148798149221E-12,12.131021976470947
10,15,0.01,0.01,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,186.70131749265667,181.38263466889006,192.02000031642328,179.07051732571549,174.8918649435115,183.24916970791946,191.78503818168411,187.77272708176255,195.79734928160568,0.13391576748638764,0.13012346667407174,0.13793574838624156,0.05610493851823896,0.05503711472117713,0.05721501774026736,0.07828155264216494,0.07678228344672614,0.07984053804697039,0.9513221181095984,0.9387651445012534,0.9638790917179435,0.7020398995312555,0.6839413871437356,0.7201384119187753,0.9373664474236514,0.9133806943991232,0.9613522004481796,0.39884142860388105,0.38884599577192536,0.40883686143583675,12.768764972686768
7,18,0.01,0.01,0.125,0.08333333333333333,0.25,0.14285714285714285,202.23575017806925,199.5862422057335,204.885258150405,198.17321547945693,195.66699736167305,200.6794335972408,203.57243879635405,200.3409841305799,206.8038934621282,0.12386766651131684,0.12196869351785279,0.12582670624624004,0.035247143969714054,0.034695400191456435,0.03581671953453618,0.08819127439983357,0.08665324458719688,0.08978488853334227,0.4252116067573207,0.41657027769065297,0.4338529358239885,0.35464501798584125,0.3443843578020503,0.3649056781696322,0.6258749267246732,0.6079974025578385,0.6437524508915078,0.993237752612691,0.9802604794514755,1.0062150257739064,14.385547161102295
8,17,0.01,0.01,0.25,0.0625,0.125,0.09090909090909091,181.43771127249983,178.16896203464782,184.70646051035183,154.05619375219757,151.67003545868175,156.4423520457134,197.50430563322547,193.79053531255263,201.2180759538983,0.13851742871144998,0.1348344489706561,0.14240725843800078,0.05196271105003932,0.05096660726399697,0.052998527173701224,0.08606768077088243,0.08449410131602296,0.08770098373556019,0.8388226963076878,0.8233111708741775,0.8543342217411981,0.6956668502795132,0.6788212699523698,0.7125124306066567,0.9547974944643144,0.9405976532745163,0.9689973356541125,0.5498385552438435,0.5343582241665564,0.5653188863211306,14.187484741210938
9,16,0.01,0.01,1.0,0.05263157894736842,0.09090909090909091,0.07142857142857142,210.05923570449696,206.97359103942728,213.14488036956664,180.07928415948487,176.80815850547845,183.3504098134913,231.51610127629516,228.21990338149737,234.81229917109295,0.11954925812123847,0.11623777231688617,0.12305495801995416,0.0500894942145167,0.04914335908718485,0.05107277553433122,0.06912328372213605,0.06733959149960986,0.07100403991540431,0.9552529323746918,0.943795072387327,0.9667107923620566,0.7615045238333374,0.741755548052232,0.7812534996144429,0.9628098752415518,0.9447791454778067,0.9808406050052969,0.11941460871574966,0.11583461321476325,0.12299460421673607,11.223763227462769
2,23,0.01,0.01,0.125,0.08333333333333333,0.25,0.14285714285714285,203.90925474442994,200.619640433556,207.1988690553039,182.3764732149652,179.63440453918696,185.11854189074342,206.40963794524345,203.1494551031103,209.66982078737658,0.1228074779177961,0.11977446776511551,0.12599808676376703,0.010944254692493209,0.01076564219005776,0.011128893894950772,0.11194371777400257,0.10962629675530604,0.114361231914373,0.1318081590434788,0.12830590830638652,0.1353104097805711,0.4473994242021653,0.43494389502983916,0.4598549533744914,0.7786350416420627,0.7599787820300569,0.7972913012540684,0.9798795050564149,0.9663419195957869,0.9934170905170429,39.70925426483154
1,24,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,225.56925992056838,221.15868272818668,229.9798371129501,216.49145521031545,210.25923022246837,222.72368019816253,224.69842067845764,217.98086475191184,231.41597660500344,0.11071671934294382,0.10850877368184486,0.11301638628473523,0.004619119951078566,0.004489868338697871,0.004756033772890412,0.10640569327591347,0.10348010631735728,0.10950151741737606,0.05089402679947064,0.04959223405471079,0.052195819544230485,0.31852211868415004,0.3091330741726606,0.32791116319563945,0.648057868519474,0.6288020094445789,0.6673137275943691,0.9978536230466402,0.985276534707744,1.0104307113855362,39.1265082359314
11,14,0.01,0.01,0.125,0.08333333333333333,0.25,0.14285714285714285,203.4421607755165,199.59503268373643,207.28928886729656,208.68466601355377,205.79406970306573,211.5752623240418,199.40031715192686,195.75254887397293,203.04808542988079,0.12291404076410212,0.12071393250726141,0.1251958352946317,0.05271268413580127,0.05202159105978749,0.05342238640745796,0.07018536548026609,0.06874475714230277,0.07168764467865268,0.626935890348855,0.614589005046452,0.639282775651258,0.2786234446973845,0.27213322894108166,0.2851136604536873,0.4894061713741747,0.4768428337088546,0.5019695090394948,0.9929062598162045,0.9803438153097807,1.0054687043226285,10.320031881332397
9,16,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,224.01370387390884,218.98538065242886,229.04202709538882,225.93642830423235,219.89379609849334,231.97906050997136,223.6895019549431,219.81102424674617,227.56797966314002,0.11155301831568078,0.10918408267028505,0.11402702999660766,0.03975001352522246,0.03901217531691182,0.040516299265888706,0.0715515474969153,0.07017166271279444,0.07298679011811436,0.4366462681526202,0.42697658734245414,0.44631594896278626,0.21307695987207104,0.20766254932419323,0.21849137041994884,0.4258022995405726,0.4188170766054701,0.4327875224756751,0.9975061341791145,0.9851073196996992,1.0099049486585296,12.875320672988892
10,15,0.01,0.01,0.25,0.0625,0.125,0.09090909090909091,177.54014758113104,174.74940540739806,180.33088975486402,172.6937617312037,169.4664290472306,175.92109441517678,180.31276511150642,177.9438343371308,182.68169588588205,0.14085696983472848,0.13885551170891153,0.14291696966281173,0.057711766657747826,0.05610629788449437,0.059411822248263496,0.0831163319343025,0.08199478648335723,0.08426898444074545,0.934931987265972,0.9111875087320435,0.9586764657999006,0.6697395152667356,0.6528999134743707,0.6865791170591005,0.9123786084598234,0.8990393286384983,0.9257178882811485,0.5597692641884335,0.5440979822293444,0.5754405461475227,11.555813550949097
11,14,0.01,0.01,1.0,0.05263157894736842,0.09090909090909091,0.07142857142857142,209.85188601356296,204.20209223276387,215.50167979436205,211.25347066077077,206.5827583918247,215.92418292971684,207.90578178059468,202.10003231384943,213.71153124733993,0.11870979710209721,0.11695401933995603,0.12051909574281791,0.051329605731135215,0.0498844851727044,0.05286095258278971,0.06688995227284196,0.06602666635217355,0.06777611185586149,0.9912381706742852,0.96265228972091,1.0198240516276604,0.7368532602281003,0.71876800202898,0.7549385184272206,0.939367630620926,0.92771123563783,0.951024025604022,0.11905184312697845,0.11676499969852167,0.12133868655543523,12.7932608127594
9,16,0.01,0.01,0.5,0.05555555555555555,0.1,0.07692307692307693,198.41812463400916,193.1930321206352,203.64321714738313,173.2190336317948,168.24182096419494,178.19624629939463,218.06691181336248,214.2935393559406,221.84028427078437,0.1258476332480954,0.12409229830958289,0.127653340546056,0.05210825416004375,0.05133936174284485,0.05290052763567891,0.07331212690323766,0.07211984669250458,0.07454449116510678,0.9448774167404004,0.9226520794573225,0.9671027540234782,0.7393910926610988,0.7265485990290896,0.752233586293108,0.9652801797062751,0.9530070217397341,0.9775533376728162,0.2534413684879499,0.24700031585748447,0.25988242111841536,10.262720584869385
8,17,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,172.43401534146636,167.96012066643377,176.90791001649896,153.2508684867824,149.01428467745208,157.4874522961127,185.13689805051575,182.02103214118307,188.25276395984844,0.14577538510633772,0.14219628135910883,0.1495393141956219,0.05203631619315247,0.05071437571330564,0.053429017574906555,0.09195330998367758,0.08947649480217473,0.09457115128091029,0.7795365973809772,0.7590025456624057,0.8000706490995488,0.638045787565924,0.6214934261684361,0.654598148963412,0.923716020032338,0.9053184877049842,0.9421135523596917,0.7232917761451475,0.7041279811629925,0.7424555711273025,11.717889785766602
1,24,0.01,0.01,0.25,0.0625,0.125,0.09090909090909091,252.31279643024968,248.26979475111565,256.3557981093837,122.21137233895766,120.29955383625168,124.12319084166364,264.4080708228538,260.36078085301386,268.45536079269374,0.09933193284949032,0.09788165639841628,0.1008258320670474,0.00818254456079966,0.00805651218937514,0.008312582782818725,0.08986961782449435,0.08734533378918603,0.09254414781665893,0.13084836370939465,0.12736336248221747,0.13433336493657183,0.7280684661849427,0.7105447299496468,0.7455922024202386,0.9965523530721875,0.9841257324490144,1.0089789736953607,0.39602018572705405,0.38761165774327244,0.40442871371083566,29.371416330337524
7,18,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,226.94915350005456,220.59820441331752,233.3001025867916,227.23076867982275,221.6812589934295,232.78027836621598,225.91637131286961,219.39005125395934,232.4426913717799,0.11070654193268503,0.10852492331876744,0.11297767177234085,0.031061741821757274,0.03064774367276419,0.03148707792867786,0.07991856051917925,0.07769273597727247,0.08227568220302876,0.3408280741742038,0.33277291854937413,0.34888322979903347,0.23846072373315377,0.23187808854054034,0.2450433589257672,0.48089347138622496,0.47065529129227496,0.49113165148017496,0.9993152930557021,0.9868607146531887,1.0117698714582155,16.268893241882324
11,14,0.01,0.01,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.16666666666666666,226.00550186630707,221.57475766644586,230.43624606616828,229.754910920233,223.87020630901515,235.63961553145083,222.2670723615055,217.9348730343355,226.59927168867551,0.1106382611160607,0.10881730521824419,0.11252119820113927,0.04804625823334945,0.04684681956564194,0.04930873022692549,0.06293954231260417,0.06140113981323013,0.06455701511034,0.5304495751717768,0.518749249784412,0.5421499005591417,0.19066874713632873,0.18676785005872953,0.19456964421392792,0.3768873551430871,0.36649050060456817,0.387284209681606,0.998524410055037,0.985969171394748,1.011079648715326,10.616853475570679
9,16,0.01,0.01,0.1,0.1,0.5,0.2,248.766750244557,245.30612898275595,252.22737150635803,254.0615401463502,250.1847636864943,257.9383166062061,245.05515660788564,239.36516729192587,250.7451459238454,0.10120623420973997,0.09930355539056876,0.10318324884222942,0.035472901878401304,0.034492490781406156,0.036510677718388417,0.06484400675391239,0.0635588640654087,0.0661821924176325,0.3521591665727526,0.34337579050499206,0.3609425426405131,0.12922779615358296,0.1264118554356533,0.1320437368715126,0.3246123917987948,0.3154804001827,0.3337443834148896,0.9997775224832408,0.9872876770588273,1.0122673679076544,13.695154905319214
11,14,0.01,0.01,0.5,0.05555555555555555,0.1,0.07692307692307693,198.43214309737857,195.7557662576665,201.10851993709065,201.89407392639782,196.64650511985204,207.1416427329436,195.78186504412744,192.44858831713583,199.11514177111906,0.12633036183406965,0.12427421652582317,0.12845569058608192,0.054499904589480105,0.05303578352334434,0.056047158538837585,0.07178601622429576,0.07063340349880391,0.07297687019834505,0.9867911062982302,0.9753229267289216,0.9982592858675388,0.7158211691842874,0.7002957644193154,0.7313465739492594,0.9343783338509686,0.921113846674272,0.9476428210276652,0.24849065985066868,0.24106631294559533,0.255915006755742,11.713546514511108
10,15,0.01,0.01,0.2,0.06666666666666667,0.14285714285714285,0.1,171.67985219100473,166.8417609497156,176.51794343229386,168.71514396233246,165.78721077312827,171.64307715153666,172.3484222369767,170.15310102949366,174.54374344445972,0.1465861911829147,0.14263763758369774,0.1507595797161865,0.059281217736174896,0.05819519288223905,0.06040854769134358,0.08698974934790042,0.08447629209292816,0.0896573610409192,0.8915390289858746,0.8696166054893314,0.9134614524824177,0.6059816441971162,0.5884861855016508,0.6234771028925816,0.8658566477485699,0.8415907941389289,0.8901225013582108,0.7354720413098462,0.7192300078331476,0.7517140747865448,13.160548210144043
12,13,0.01,0.01,0.25,0.0625,0.125,0.09090909090909091,179.36339443905356,175.30846855281328,183.41832032529385,196.89315377078483,191.3926573540917,202.39365018747796,166.9947651547783,162.19549779030837,171.79403251924822,0.13878794484384704,0.13628204077904926,0.1413877304533837,0.06094432405909189,0.05919872581613367,0.06279599531685467,0.07742786167544245,0.07571844158588742,0.0792162482743093,0.9753729756762134,0.9616214377110283,0.9891245136413985,0.6244139785319303,0.6114181089069072,0.6374098481569533,0.8614736467945375,0.8416903207211248,0.8812569728679502,0.5570875818671439,0.5442230938846068,0.569952069849681,11.396681070327759
9,16,0.01,0.01,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.08333333333333333,187.61197813585105,182.69830385223725,192.52565241946485,166.35991967890817,163.57467722758562,169.14516213023072,200.75459048775573,197.03655472341234,204.47262625209913,0.13349889059352107,0.1312845266828486,0.1357892350007479,0.054256535672931414,0.05345493358179988,0.055082545181193626,0.07913772642801536,0.07695095603262442,0.08145241809269856,0.917863155792068,0.8909403089651239,0.9447860026190121,0.7132569332425003,0.6953066026005339,0.7312072638844667,0.9531015573105767,0.9395572743915968,0.9666458402295566,0.3999009165941946,0.39038741545953537,0.4094144177288538,12.871016025543213
8,17,0.01,0.01,0.16666666666666666,0.07142857142857142,0.16666666666666666,0.1111111111111111,172.32713526631287,169.79133171723046,174.86293881539527,159.98475092490065,155.6955917987358,164.2739100510655,178.94492800374178,176.30640399915177,181.5834520083318,0.14498164079614864,0.14293698315311287,0.14708564340154615,0.04990225269514786,0.04915565026021587,0.05067188451077984,0.0950206611212296,0.0935529463541779,0.09653516268786455,0.6982471047460791,0.6851474692628294,0.7113467402293288,0.5667155861073973,0.5502827096946258,0.5831484625201687,0.8654281219196728,0.8439605775022426,0.8868956663371029,0.8737665875609587,0.8594737525666056,0.8880594225553118,13.83693814277649
