N_read,N_write,r_Z_read,r_Z_write,C_DB,r_DB_read,r_DB_write,R0,R0_low,R0_up,R0_read,R0_read_low,R0_read_up,R0_write,R0_write_low,R0_write_up,X0,X0_low,X0_up,X0_read,X0_read_low,X0_read_up,X0_write,X0_write_low,X0_write_up,U_DBread,U_DBread_low,U_DBread_up,U_DBwrite,U_DBwrite_low,U_DBwrite_up,sim_time_sec
90,10,0.1,0.004,1,0.2,0.025,768.3157632649514,746.3926853127442,790.2388412171587,736.4122142911484,714.8045150984976,758.0199134837992,1001.2448584263382,975.0362587959336,1027.4534580567426,0.13018025734541613,0.1267343584182895,0.13381878126704722,0.12176172439626694,0.1190448952114763,0.12460545607452182,0.00995455593992028,0.009698684153374021,0.010224294436638685,0.6030459686709007,0.5868759714394797,0.6192159659023216,0.3980208741231178,0.3904571520376375,0.40558459620859816,14.482066631317139
90,10,0.1,0.0035714285714285713,1,0.2,0.025,743.977235638675,721.6914207238644,766.2630505534855,725.2724054545263,703.6903626058287,746.8544483032239,1022.1497521783663,992.7943555301043,1051.505148826628,0.13321346274035492,0.12980964884791163,0.1368005901486414,0.12356095292248628,0.12066448348927158,0.1265998979717635,0.009770331671832772,0.009639917495323403,0.0099043228716344,0.6129226120902063,0.5971596315685234,0.6286855926118892,0.3862041299279252,0.37905205876917,0.3933562010866804,15.451275825500488
90,10,0.1,0.0029411764705882353,1,0.2,0.025,754.0761897566465,737.9608748584907,770.1915046548023,720.8894905887759,701.6010863542028,740.1778948233489,1069.998680330877,1055.4486100937484,1084.5487505680057,0.13400534272366058,0.1312532397045717,0.13687532907394853,0.1247992452312112,0.12151986512093038,0.12826053146115549,0.009298608410358905,0.009038481447465753,0.00957415193838233,0.6247122554779997,0.6097291597793217,0.6396953511766776,0.3766229270496224,0.367392303768193,0.38585355033105184,17.589843273162842
90,10,0.1,0.0025,1,0.2,0.025,733.1337094257501,714.4813083889973,751.786110462503,710.3885283856093,690.4481201197069,730.3289366515118,1115.234996971513,1083.2490198211422,1147.220974121884,0.13567538258836648,0.13286027571108086,0.1386123675300448,0.12695805134649973,0.12428730093001684,0.12974610335979692,0.00895304324488273,0.008737859957449601,0.009179092566305726,0.6402523019953377,0.6249050268684853,0.6555995771221901,0.35701516513833204,0.35019943928202435,0.3638308909946397,19.21719717979431
90,10,0.1,0.002,1,0.2,0.025,701.4523033966082,687.1895321277492,715.7150746654671,669.1985667394961,654.4551848907157,683.9419485882764,1188.3831301355974,1156.2992833718672,1220.4669768993276,0.14170435835701706,0.13805941298984126,0.14554698522328557,0.13273953474006325,0.12913410467233155,0.13655207487271437,0.008403307401047853,0.00817146023842086,0.008648695048911357,0.668543686192031,0.6543962135417741,0.6826911588422878,0.3350678930255362,0.3282960790649706,0.3418397069861018,13.388354063034058
90,10,0.1,0.0020833333333333333,1,0.2,0.025,710.3474651558294,697.7250994887656,722.9698308228931,670.9510416291367,651.6972804306209,690.2048028276525,1177.7333246692938,1160.221189520919,1195.2454598176685,0.14167608683250263,0.13882610972533044,0.1446455315161533,0.13420070348209506,0.13109306815642813,0.1374592528157664,0.008520840715413692,0.008398934510540336,0.008646337852258719,0.6653091423542755,0.647042543133409,0.683575741575142,0.33808783795311864,0.3308471483155512,0.3453285275906861,30.28313899040222
90,10,0.1,0.0032258064516129032,1,0.2,0.025,744.950146902883,724.5504795816948,765.3498142240712,733.133669252151,712.3276928760323,753.9396456282697,1040.9365398907096,1026.9500911132845,1054.9229886681346,0.133844925743252,0.1301074973189462,0.13780342504848697,0.12283946196930617,0.11947318948494898,0.1264009302392664,0.00958725299229707,0.009357088116579874,0.009829026570885071,0.6116096347939508,0.5979974783643844,0.6252217912235172,0.3765866842628823,0.3718136140371665,0.38135975448859805,22.332972288131714
90,10,0.1,0.0018867924528301887,1,0.2,0.025,704.5307230035605,687.0077305345505,722.0537154725705,674.4699629820404,658.8327742543108,690.10715170977,1214.191383719549,1180.8534092553316,1247.5293581837666,0.14194358907533905,0.1378269844757589,0.14631367337402676,0.1338910844988671,0.131398222769077,0.1364803636243923,0.008259158555389232,0.008058167444127996,0.00847043260420834,0.6669026747921359,0.6513115284695372,0.6824938211147347,0.32569175432738096,0.3163689506992605,0.3350145579555014,13.888061285018921
90,10,0.1,0.002173913043478261,1,0.2,0.025,708.7642139757883,692.7815098523845,724.746918099192,680.7930250194579,664.315251517511,697.2707985214048,1162.9188192833858,1128.9332785266186,1196.904360040153,0.14003463171337588,0.13676684019602836,0.1434624013205531,0.13246421555972304,0.1294986348906604,0.13556880605129915,0.008612073814740594,0.008488800763281111,0.008738979929346746,0.6638209274023154,0.6484863071091714,0.6791555476954593,0.3436839696087442,0.33724366092334174,0.35012427829414666,23.184614419937134
90,10,0.1,0.004545454545454545,1,0.2,0.025,765.7810189889194,747.7832491248155,783.7787888530233,755.6995085731999,738.0310064793183,773.3680106670814,983.4474982657991,958.9382630808362,1007.956733450762,0.12978149164348268,0.1265270990846851,0.1332077157654095,0.11954128582866659,0.11717755381665486,0.12200234460738268,0.010141723904850847,0.010010099294973235,0.010276856148948868,0.5944063352305827,0.5833414993191631,0.6054711711420023,0.4073328131207211,0.395283100805041,0.41938252543640125,18.556504249572754
90,10,0.1,0.002325581395348837,1,0.2,0.025,715.3874006506857,696.006203753734,734.7685975476373,686.3408367502994,669.3200247502855,703.3616487503134,1138.5831201261024,1122.4652656171418,1154.700974635063,0.13949601463713304,0.13655422123442892,0.1425673491097007,0.13061020780349095,0.12811631634790466,0.13320311811813168,0.008778084607114054,0.008554109155145755,0.009014104284270545,0.6515405656755107,0.6350387102613669,0.6680424210896544,0.35071576365843776,0.3437136221129342,0.3577179052039413,21.493541479110718
90,10,0.1,0.001694915254237288,1,0.2,0.025,688.2557820930474,674.0363068936603,702.4752572924345,659.6998281052308,641.619027599009,677.7806286114527,1260.4996485000124,1242.0089275598123,1278.9903694402126,0.14417429934556733,0.14106874993991103,0.14741966048469496,0.1365617247981285,0.1337743878594144,0.1394676879240162,0.007846668704518658,0.007634772048459347,0.008070663150309179,0.6708870239936194,0.6526137237339523,0.6891603242532865,0.31580317520998563,0.30888837536730346,0.3227179750526678,19.69189739227295
90,10,0.1,0.0015384615384615385,1,0.2,0.025,683.2175512695569,663.8921897027052,702.5429128364086,645.1430981364693,628.7769404498521,661.5092558230866,1316.4706443408627,1277.1371427105612,1355.8041459711642,0.14613072709153627,0.14335808110850573,0.1490127381128491,0.13983512203148205,0.13609860848806835,0.14378259526794004,0.007593858517425442,0.007374179184320382,0.007827028383872336,0.6991040051025527,0.6815713877829196,0.7166366224221857,0.304413382339883,0.2973445920663397,0.31148217261342637,13.43028211593628
90,10,0.1,0.0016129032258064516,1,0.2,0.025,697.6417943139094,684.0114595208989,711.2721291069198,655.593614785832,640.3500974438045,670.8371321278594,1289.943793939456,1270.5272955771356,1309.3602923017766,0.14291465412022308,0.13998131282413992,0.14597356445703508,0.1353612863259738,0.13271384857008908,0.1381164986660484,0.007763949025038663,0.007649152870014,0.007882243330657186,0.676054550632395,0.6558878830491207,0.6962212182156692,0.30898706893212513,0.3031691911835596,0.31480494668069064,22.244751930236816
90,10,0.1,0.0017857142857142857,1,0.2,0.025,695.4637601957515,680.8761130689154,710.0514073225877,678.2165708014505,658.8780856957932,697.5550559071079,1243.8457735704073,1207.0330554754573,1280.6584916653574,0.14250025004918423,0.13892541168298456,0.14626392351273576,0.13551882801624912,0.13323833793534934,0.13787874266153027,0.008038130221001548,0.0079462553302204,0.008132154484510726,0.6758239407589632,0.6608416464455839,0.6908062350723426,0.32226090891660125,0.3157647371852932,0.3287570806479093,29.884089708328247
90,10,0.1,0.0020408163265306124,1,0.2,0.025,710.2844293061565,694.1396427720358,726.4292158402773,682.5545615004518,664.3316580410175,700.7774649598861,1188.6617311104335,1169.9663065432685,1207.3571556775985,0.14074468522747702,0.1375453497454825,0.14409639958847983,0.1321264503494124,0.12955473991391736,0.13480232737458792,0.008437726649569684,0.008205112112957632,0.008683915231736491,0.66266461537248,0.6469960309978721,0.678333199747088,0.340373583290655,0.3344431267790039,0.34630403980230606,18.35609769821167
90,10,0.1,0.00196078431372549,1,0.2,0.025,708.242691594514,688.2675950994033,728.2177880896247,668.8575116841316,654.0682492193919,683.6467741488714,1195.4694917821903,1177.4035092777015,1213.5354742866791,0.1426963085501361,0.14032760174851902,0.14514635511479182,0.13358194659297978,0.12998680340363838,0.13738161363349863,0.008371731324537437,0.008140109247798006,0.008616920796727521,0.6746089634762599,0.6589896818608975,0.6902282450916223,0.3318367230910994,0.3256556782790226,0.3380177679031762,20.622426748275757
90,10,0.1,0.0014084507042253522,1,0.2,0.025,670.5868662224467,652.034147853765,689.1395845911284,632.6935063913724,616.8137378787092,648.5732749040355,1359.5894374527923,1326.1500326222188,1393.0288422833657,0.1495464505195978,0.14568080073536943,0.15362284292411865,0.14126841479856722,0.13825641729735513,0.14441457131293467,0.007315726049202299,0.007107089660680002,0.007536982409448204,0.7063917806978732,0.689320426567292,0.7234631348284545,0.29483871300115333,0.2881511127309131,0.30152631327139356,17.067344903945923
90,10,0.1,0.001851851851851852,1,0.2,0.025,696.8116825529236,678.6102699889761,715.013095116871,669.8417549277144,655.470749685817,684.2127601696118,1224.1011418753444,1203.220184665833,1244.982099084856,0.14296349600557645,0.13932554900786273,0.14679651842893127,0.13469526238191523,0.13176635432192202,0.1377573382851526,0.00816526587972739,0.007941262971713828,0.00840227270425649,0.6773561791640353,0.659504202166716,0.6952081561613547,0.3258134653472785,0.3193505374020595,0.33227639329249753,20.26542568206787
90,10,0.1,0.0014705882352941176,1,0.2,0.025,673.097100705901,655.4566047779496,690.7375966338524,646.1709272139628,630.1466391756381,662.1952152522875,1335.0815807660736,1296.265118475245,1373.8980430569022,0.1474389307883635,0.14399477811711964,0.1510518794017842,0.13945751313111732,0.13636117005379556,0.14269774024250867,0.0074694292825229144,0.0073753806841665515,0.007565907419526481,0.6983769879684858,0.6817764766019944,0.7149774993349772,0.29789960438632174,0.29262690371305083,0.30317230505959264,24.69748544692993
90,10,0.1,0.0015151515151515152,1,0.2,0.025,668.7806423122942,654.034458766758,683.5268258578303,639.332952447611,624.1121512884523,654.5537536067696,1330.7179178125095,1291.1416236595612,1370.2942119654579,0.1476678705615478,0.14427334400378386,0.15122598183361097,0.1399753759929427,0.1363976697246675,0.14374582410226286,0.007524075481267029,0.007336197491319689,0.007721829397745038,0.7011919505232015,0.6846895942010935,0.7176943068453094,0.30204261880956096,0.29463024040345437,0.30945499721566755,17.100240230560303
90,10,0.1,0.0015873015873015873,1,0.2,0.025,685.3185966295936,673.0904800636555,697.5467131955317,650.8276415151641,631.4484056915759,670.2068773387524,1299.9664537448214,1269.188214553904,1330.7446929357388,0.14587555891140763,0.1417117875426936,0.1502914166786488,0.13828428955305386,0.13441278675796275,0.14238542903375717,0.007690797192234227,0.007472677576872063,0.007922033021391404,0.6898014765875787,0.672805692095419,0.7067972610797385,0.30899127965102857,0.30145244452542,0.3165301147766371,15.62918734550476
90,10,0.1,0.0016666666666666668,1,0.2,0.025,677.0934656867586,659.2292605502795,694.9576708232377,645.8811026702297,631.3598156220451,660.4023897184143,1272.6948536090583,1237.0434549318206,1308.346252286296,0.14849841707871886,0.1456238426440415,0.15148876342990622,0.13965228371346794,0.13615243539011196,0.1433368089972564,0.007845735499772593,0.007628868581042735,0.008075292987820188,0.7015146179682192,0.6850631949276724,0.717966041008766,0.3108728543023007,0.3055754234916749,0.31617028511292655,19.74233889579773
90,10,0.1,0.0013513513513513514,1,0.2,0.025,659.7548848870078,644.6789537956649,674.8308159783508,624.8497633671296,611.8376947416186,637.8618319926406,1388.1884597379249,1348.377998439164,1427.9989210366857,0.15219899987976931,0.14885509369104372,0.15569659471320918,0.14375891951003616,0.1396583362948932,0.14810758566137858,0.007206472171081458,0.007123951082562302,0.007290927449120682,0.7220672840016034,0.7008523290746754,0.7432822389285313,0.2889682762984042,0.28346913658786804,0.2944674160089404,29.461897611618042
90,10,0.1,0.0019230769230769232,1,0.2,0.025,697.1949105831716,680.4308327151771,713.9589884511661,666.5178568551921,650.0035435915293,683.032170118855,1204.713443097827,1188.3931843288412,1221.0337018668126,0.1433435454629562,0.13996057761636382,0.14689410258674224,0.13299569928130697,0.13029228947153804,0.13581367118487167,0.008294946338114952,0.008069624095254808,0.008533213037749673,0.6712289692853128,0.653574921101866,0.6888830174687597,0.32697436771132987,0.3211025453545511,0.3328461900681086,22.170199394226074
90,10,0.1,0.0012987012987012987,1,0.2,0.025,668.1449109724795,649.711009066908,686.5788128780509,633.7256927212287,620.3555801003599,647.0958053420975,1412.0113081782788,1371.9983479118055,1452.0242684447521,0.14823441646642216,0.14432135690152417,0.15236558330060396,0.14174120818205438,0.138520646158333,0.1451150889537274,0.007073032281117553,0.006955984621027279,0.007194086457077431,0.7102503687058954,0.6892786088608663,0.7312221285509245,0.2822362792510422,0.2772913360288851,0.2871812224731993,24.133862495422363
90,10,0.1,0.0014492753623188406,1,0.2,0.025,669.9113358075163,654.04015209126,685.7825195237725,633.4032501932205,619.375335800098,647.431164586343,1347.2652630683406,1308.6364850008647,1385.8940411358165,0.1488815372469763,0.14536490991716328,0.15257252929310758,0.1397555908550237,0.1360240502582518,0.1436976406523692,0.007420842596897769,0.007211070054785694,0.007643185528811021,0.7002140455898451,0.6832713334831989,0.7171567576964913,0.2963520800116333,0.289939155101108,0.30276500492215863,15.008542776107788
90,10,0.1,0.0017543859649122807,1,0.2,0.025,691.7038108167283,675.9269472559137,707.4806743775429,659.3734330571862,640.3321145801017,678.4147515342706,1240.9000940036422,1206.6315711007228,1275.1686169065615,0.14424542707496624,0.14081266946830204,0.14784973559655573,0.1363350248284015,0.1328639880448115,0.13999228653747006,0.008024334538667629,0.007914802288887083,0.008136940945698822,0.6749328192972806,0.6610637299012581,0.688801908693303,0.32233368433344994,0.31702590974809347,0.3276414589188064,28.311346530914307
90,10,0.1,0.0015625,1,0.2,0.025,677.7809567280361,662.2889230923287,693.2729903637436,639.6812827804109,627.3898015576667,651.9727640031551,1311.0881432366843,1273.0753762140635,1349.1009102593052,0.14906987701340263,0.14486283634970012,0.1535285843938547,0.14105557692909323,0.1374348843607044,0.14487220409155163,0.007627570888642186,0.007420847272695467,0.007846142001367008,0.7007174080347286,0.6859839580191724,0.7154508580502847,0.3058270337069587,0.2967152536003847,0.31493881381353267,15.710357427597046
90,10,0.1,0.0018181818181818182,1,0.2,0.025,698.0122038063646,683.5581288457977,712.4662787669315,665.4496005856676,654.3494878443149,676.5497133270202,1229.963788213799,1213.6851367972617,1246.2424396303363,0.14241877647239015,0.13899055712867345,0.14602038745364673,0.1346754234926515,0.13132325827701533,0.13820320667581615,0.008129141635367614,0.00801142864130208,0.008250365358623583,0.6706842148185604,0.6550782035094046,0.6862902261277163,0.325770076393414,0.31978349034304815,0.3317566624437798,28.346230506896973
90,10,0.1,0.001639344262295082,1,0.2,0.025,678.3673467611943,664.2132436353253,692.5214498870633,645.183586518267,628.5719544027144,661.7952186338197,1276.253471079735,1238.4055080121375,1314.1014341473324,0.14708564539479657,0.14450736249191534,0.14975760244460443,0.13894262156448298,0.1364802558586582,0.1414954713819783,0.007836106057055578,0.007624280930257189,0.008060037801561481,0.6906724583650152,0.6740779599515437,0.7072669567784867,0.31081139148712456,0.3045816729413263,0.3170411100329228,16.6861515045166
90,10,0.1,0.001388888888888889,1,0.2,0.025,674.6581159836999,655.4828867854909,693.8333451819088,638.8500081076088,620.7362044546483,656.9638117605693,1377.6468148111953,1357.8435118447203,1397.4501177776704,0.14913559374295318,0.14693425708189015,0.15140389351208103,0.14152871580082174,0.13753263466350613,0.1457639623806224,0.0072730790369973765,0.007160696169587614,0.007389045714702103,0.7029770769443537,0.6900291509692517,0.7159250029194558,0.2917994613297565,0.28580285705707226,0.2977960656024407,30.664533615112305
90,10,0.1,0.0014925373134328358,1,0.2,0.025,680.1986824071183,664.583646852487,695.8137179617496,641.6742552928259,628.1404850188919,655.2080255667599,1332.8630201945737,1315.562552353038,1350.1634880361094,0.14426142443068657,0.1408113248651522,0.14788483618073497,0.13644588733547347,0.13285899992083053,0.1402318240435161,0.007507434699874165,0.007407863945840803,0.007609718627776875,0.6876057030165228,0.6696032548344146,0.705608151198631,0.29987956587130704,0.2932653915708198,0.30649374017179426,24.767398595809937
90,10,0.1,0.0014285714285714286,1,0.2,0.025,675.291484758934,655.9288842656434,694.6540852522245,643.0407723778035,627.6894301695203,658.3921145860867,1364.006807448726,1323.6562848222943,1404.3573300751577,0.14777926701241914,0.14413374487668534,0.15161398410532212,0.14115959289418875,0.1371178162018414,0.14544688273662704,0.007313440036353654,0.007108533419859517,0.007530510323532482,0.705987051017841,0.6880342346474463,0.7239398673882357,0.2956799306966418,0.29062055802267955,0.300739303370604,14.495054006576538
90,10,0.1,0.0017241379310344827,1,0.2,0.025,696.6383518555921,678.3611152878269,714.9155884233572,664.1676069461187,647.5730632819943,680.762150610243,1262.7459540242105,1226.3817122155622,1299.1101958328588,0.1438592365629107,0.14058702298892295,0.14728740391521863,0.13564470604762371,0.13244725831258242,0.1390003539683773,0.007930755123235803,0.00770596667171852,0.008169052101471268,0.68208089076556,0.6670075930928403,0.6971541884382797,0.31688868016931276,0.30806794269057447,0.32570941764805106,17.505630254745483
