N_A,N_B,r_Z_A,r_Z_B,c_T1,c_T2,c_T3,c_T4,r_A_T1,r_B_T1,r_A_T2,r_B_T2,r_A_T3,r_B_T4,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Ut1,Ut1_low,Ut1_up,Ut2,Ut2_low,Ut2_up,Ut3_A,Ut3_A_low,Ut3_A_up,Ut3_B,Ut3_B_low,Ut3_B_up,sim_time_sec
10,40,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,325.4102737169023,321.464829840344,329.35571759346055,185.27773725596347,180.1674181483222,190.38805636360473,400.2020926104736,392.11183399705953,408.29235122388764,0.1537356798856746,0.1512915911415825,0.15626003292299004,0.053866837546432234,0.05253345679155939,0.05526966758244253,0.09971233557182627,0.09771295893261325,0.10179524282079488,0.7263686729433696,0.7096177679560896,0.7431195779306496,0.8599076574419011,0.8430330722426637,0.8767822426411386,0.5924845086575,0.5757904624920469,0.6091785548229531,1.0,0.9713515668682959,1.028648433131704,12.639676809310913
14,36,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,307.35933060105833,300.15994760749015,314.5587135946265,218.55405668528476,212.1157534491106,224.99235992145893,361.77562190184096,355.2332129505739,368.31803085310804,0.16381291123559308,0.16170770139623453,0.1659736579080487,0.0641698576159906,0.062389274338614256,0.06605506208719768,0.10009586574123036,0.09765178821136526,0.10266542711960379,0.7810098208396254,0.7600772454256707,0.8019423962535802,0.9403067948208262,0.920109317025797,0.9605042726158555,0.7036097075643509,0.6869906487073655,0.7202287664213364,0.9998332278149723,0.9873475590632574,1.0123188965666872,13.38951301574707
12,38,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,313.88002285374534,307.8545343935235,319.90551131396717,201.23682571558268,196.78513542978226,205.6885160013831,379.3369668694705,372.645471046556,386.02846269238495,0.15921753103830327,0.15716466683899943,0.16132473348072032,0.05962957543737396,0.05802344770639791,0.061327151903927464,0.10011609818834157,0.09812626992823442,0.10218829722140468,0.7575398474875027,0.7353430454419202,0.7797366495330852,0.8976465954219006,0.8810169332784168,0.9142762575653844,0.6538599342599314,0.6416694663085846,0.6660504022112782,1.0,0.9713515668682959,1.028648433131704,13.403000593185425
0,50,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,497.58720013422857,488.0699261012004,507.10447416725674,0.0,0.0,0.0,497.58720013422857,488.0699261012004,507.10447416725674,0.10018032510647693,0.09828933456960069,0.10214550457774693,0.0,0.0,0.0,0.10018032510647693,0.09828933456960069,0.10214550457774693,0.3987857897426833,0.38950603182787985,0.40806554765748676,0.45373377108512786,0.44268098173109005,0.46478656043916566,0.0,0.0,0.0,1.0,0.9713515668682959,1.028648433131704,13.688600301742554
8,42,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,341.5029777173964,335.40757638706083,347.59837904773195,172.06974345220675,167.33385056843213,176.80563633598138,420.92060913223867,413.75024184263856,428.0909764218388,0.1462185076898937,0.14208172601297936,0.1506034023038181,0.04683546691569578,0.04610429869429159,0.04759020005150722,0.10010261870482612,0.09813837952317779,0.10214709225194983,0.6758424612166974,0.6637478544744358,0.687937067958959,0.7984174489273862,0.7778835323103308,0.8189513655444416,0.5126462317774899,0.49965154165597847,0.5256409218990014,1.0,0.9713515668682959,1.028648433131704,15.002227783203125
16,34,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,298.29862406697043,294.1088510383556,302.48839709558524,238.93766039284404,232.32008297019138,245.5552378154967,340.3091572482655,335.2983499592158,345.3199645373152,0.1676956516166184,0.165238773592966,0.17022669328853152,0.06757062257591834,0.0664996919053159,0.06867661099420216,0.10016709782623166,0.09869489835594078,0.10168388300140765,0.8020655199138961,0.7839260041768394,0.8202050356509527,0.9456724425706617,0.9192823174537788,0.9720625676875447,0.7421504113846562,0.7230548161270162,0.7612460066422962,0.9993660436474725,0.9868422661627985,1.0118898211321465,15.021409273147583
18,32,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,294.76231189965443,286.9453047232685,302.57931907604035,259.4934974271539,254.66140134692608,264.3255935073817,322.988030967252,317.9385785268828,328.03748340762115,0.16899530212721425,0.166347152836503,0.1717291293330502,0.06945120608554056,0.06795419854810004,0.07101565648456078,0.09899161587859874,0.0971540909266881,0.10089998891267354,0.8271118163507415,0.8080186236054553,0.8462050090960277,0.9688339334979963,0.9434059509837663,0.9942619160122262,0.758683209271485,0.7390221578808607,0.7783442606621094,0.9937249027928898,0.9812003846904359,1.0062494208953439,16.177704334259033
6,44,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,367.30702561872397,360.6642289417839,373.94982229566403,161.5934509985038,158.82686908323342,164.3600329137742,444.5512176621431,436.622428997295,452.48000632699114,0.13647209164460147,0.13431942093282515,0.13869488576011724,0.037198881712293436,0.03660028776155127,0.03781738109969356,0.09906019779496518,0.09745980116702747,0.10071403246331279,0.6131983854037569,0.5986452107610484,0.6277515600464655,0.7291567781714147,0.715048444004773,0.7432651123380564,0.40641677392396314,0.39526432058466315,0.4175692272632631,1.0,0.9713515668682959,1.028648433131704,19.526302814483643
4,46,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,397.4598859061913,391.48566071741544,403.43411109496714,152.5471695732634,150.01689002646913,155.07744912005768,463.1579621780258,454.91588276134604,471.40004159470556,0.12703434877076974,0.12337801270075109,0.1309140160508608,0.026224140947980538,0.025826471235061366,0.02663424862030849,0.0993334879492134,0.0975693084191886,0.10116263956267976,0.5576445748987909,0.5419419639709758,0.573347185826606,0.646706070361192,0.6339844455813877,0.6594276951409963,0.2891623916176338,0.2830966106033988,0.2952281726318688,1.0,0.9713515668682959,1.028648433131704,22.0278058052063
11,39,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,318.63773735759855,312.5544825995518,324.7209921156453,191.54742968408652,188.499675130266,194.59518423790703,393.3430166430557,386.11057040516545,400.57546288094596,0.15703840133038166,0.154354239927114,0.1598175679252984,0.05753403542000244,0.056582180699708225,0.05851846328785944,0.09939898943017406,0.09742503528109948,0.10145458738959497,0.7442238682338864,0.7222094343096472,0.7662383021581256,0.8751256186670635,0.8573388079887965,0.8929124293453305,0.6275706410788803,0.6103054419703237,0.6448358401874369,0.999920576281708,0.987418981146056,1.0124221714173602,11.942939758300781
19,31,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,293.8859482452099,285.1697779667016,302.60211852371816,270.0125141651372,264.8326262373172,275.1924020929572,310.5097134295261,305.2833838226504,315.7360430364017,0.17008919405878212,0.16742089605843163,0.17284392243173485,0.07037335898537571,0.0690437595557446,0.07175517303717692,0.0994742695020496,0.09799268625183725,0.1010013415894846,0.8071572463240121,0.7887036518059763,0.8256108408420478,0.9765003655354494,0.9499270849281289,1.0030736461427698,0.774845744817181,0.756188209328291,0.7935032803060711,0.996281438192724,0.9833955171493147,1.0091673592361332,11.136870384216309
15,35,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,302.3990013640362,297.67971810964866,307.1182846184238,228.59031855232752,224.53235235916807,232.64828474548696,351.37285677253163,341.4395543077407,361.30615923732256,0.16518472161159836,0.1630500148542964,0.16737606652214457,0.06561636606267193,0.06442585605791107,0.06685170270822462,0.09962503196974351,0.09774171066284205,0.10158235617130783,0.7814250711652251,0.7616293044677624,0.8012208378626877,0.9522310185407656,0.9320414095644552,0.972420627517076,0.7154785926433842,0.6978958337438025,0.7330613515429659,0.9998656678117683,0.9873560282638273,1.0123753073597095,14.469538688659668
13,37,0.01,0.01,2,2,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,309.5448328100176,304.38670733581887,314.7029582842164,210.04934591289876,204.52068732308965,215.57800450270787,369.01279094898325,361.5789507517492,376.4466311462173,0.16152701582214876,0.1586088579887858,0.1645545654834362,0.061960495237148014,0.06091307142032082,0.06304457101368752,0.10054731876081247,0.09848861335564778,0.10269392776425562,0.7825319741912756,0.7649966532071037,0.8000672951754475,0.9171193733796766,0.8898307065311364,0.9444080402282169,0.6806276118200669,0.6628081512525295,0.6984470723876044,0.9998934734251038,0.9873974725324655,1.0123894743177422,14.818480730056763
