N_A,N_B,r_Z_A,r_Z_B,c_T1,c_T2,c_T3,c_T4,r_A_T1,r_B_T1,r_A_T2,r_B_T2,r_A_T3,r_B_T4,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Ut1,Ut1_low,Ut1_up,Ut2,Ut2_low,Ut2_up,Ut3_A,Ut3_A_low,Ut3_A_up,Ut3_B,Ut3_B_low,Ut3_B_up,sim_time_sec
35,15,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,631.422976154713,619.6473358141154,643.1986164953105,727.4863557858948,715.2120531132956,739.760658458494,481.82159656286245,468.5642987820895,495.0788943436354,0.07917253190908315,0.07770226874117621,0.0806995081010447,0.04784952318325126,0.046499073515693795,0.049280759999969254,0.031132508416563412,0.030285799007304978,0.032027922920545585,0.8210272644259545,0.8025038942447927,0.8395506346071163,0.9998834757265056,0.9873725617059297,1.0123943897470815,0.5247014493952019,0.5100322432212938,0.53937065556911,0.3088944588507467,0.3012459888025336,0.31654292889895974,10.928615808486938
50,0,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,747.9519585890828,737.8687947482867,758.0351224298788,747.9519585890828,737.8687947482867,758.0351224298788,0.0,0.0,0.0,0.06695648104076227,0.06506490533532296,0.06896133425335123,0.06695648104076227,0.06506490533532296,0.06896133425335123,0.0,0.0,0.0,0.805938580077265,0.7870378227693714,0.8248393373851587,1.0,0.9874855732602297,1.0125144267397703,0.737713386925906,0.7167691569624889,0.7586576168893232,0.0,0.0,0.0,8.101604461669922
44,6,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,695.1988900884228,680.3181742128988,710.0796059639467,742.0734164613051,730.6289497585688,753.5178831640415,484.4951335541334,476.56943027823746,492.4208368300294,0.07177757079277212,0.07014998636384592,0.07348247390868187,0.05948853616176587,0.058320623943471546,0.060704180811592075,0.012379236689592567,0.012164393369795802,0.01260180543032454,0.810866047954123,0.7930520482672351,0.8286800476410109,1.0,0.9874855732602297,1.0125144267397703,0.6533450917162216,0.6362828690624545,0.6704073143699887,0.12319725322059265,0.11991536642358538,0.1264791400175999,19.376203775405884
41,9,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,674.0743343243977,663.2985825421763,684.8500861066191,735.207121471094,722.4505964244786,747.9636465177093,481.83295261320046,468.18530216890554,495.4806030574954,0.0741667506391247,0.07305486881099256,0.07531300082619152,0.055582707160521466,0.05443209138262067,0.056783018133734646,0.01873084670495781,0.018225351415754123,0.019265182576791762,0.8120716919756141,0.7953121688328831,0.8288312151183451,0.999819631016661,0.9873010790467617,1.0123381829865603,0.6150738653061457,0.6018369204616655,0.628310810150626,0.18586213684037656,0.18086423156510517,0.19086004211564794,9.327637434005737
39,11,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,654.5501071124559,641.4053811027424,667.6948331221694,735.4521980908729,722.0459427946859,748.85845338706,483.01327773497917,474.14487773150233,491.881677738456,0.07608597162296812,0.07480022256827926,0.07741669551193443,0.05300462397389174,0.05205765932151069,0.05398667881859611,0.022869095360141853,0.02227115312786484,0.023500030849842778,0.8301761047892792,0.8119955745993025,0.8483566349792558,1.0,0.9713515668682959,1.028648433131704,0.5783700824224404,0.5647764388061272,0.5919637260387536,0.2301832083298062,0.22555037838423897,0.23481603827537345,12.977964639663696
46,4,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,712.141331089864,699.6436127616432,724.6390494180848,743.199866213896,731.0568034266961,755.342929001096,481.0513790353857,473.32595756798383,488.7768005027876,0.07026329600357559,0.06907938519080861,0.07148849512975156,0.06185946660903647,0.0610777419400802,0.06266146105651914,0.008380929269828731,0.008144320739800346,0.008631697039596018,0.814694536338518,0.7909174353811262,0.8384716372959097,1.0,0.9874855732602297,1.0125144267397703,0.6784964930498465,0.660164793789457,0.696828192310236,0.08359405420987075,0.08170236899597114,0.08548573942377036,20.16897416114807
45,5,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,706.5399586853182,693.8504898506884,719.229427519948,742.669291113703,728.4294660358889,756.9091161915171,483.6070074229276,470.3842884641087,496.8297263817465,0.07059713568491777,0.0691193917672737,0.07213944713323431,0.060615404342292276,0.05936191631024561,0.06192297169787397,0.010274375381871845,0.010014947089492111,0.010547601615762797,0.8134677922647942,0.7934712953151891,0.8334642892143992,0.9999637264572463,0.987457133869645,1.0124703190448476,0.6596698886665895,0.6444312736405308,0.6749085036926482,0.10212268429990554,0.09968003923803907,0.104565329361772,6.040587902069092
43,7,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,693.6328887050099,681.2862263557116,705.9795510543082,749.6287242249737,731.5082009794628,767.7492474704845,481.9078028164101,475.59888578257323,488.21671985024693,0.07215477669251223,0.07099347237591949,0.0733547058364078,0.05773866232426239,0.05615952116352879,0.059409180159375886,0.01444385604024261,0.01403291809016496,0.014879587742341237,0.8142904991423502,0.7936461789602888,0.8349348193244116,0.9998055173218008,0.9872948992119236,1.0123161354316779,0.6343788850648551,0.619391937878601,0.6493658322511091,0.14263100024976824,0.13915239875887597,0.1461096017406605,13.165391206741333
3,47,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,483.3667120057215,469.6525676407496,497.0808563706934,421.801161508738,411.4715599034784,432.1307631139976,486.87681481509424,478.5280662188487,495.22556341133975,0.10357260922415851,0.10064144667130145,0.10667963277238134,0.007040119124458221,0.0068983089300848925,0.007187882144996352,0.09696526798549598,0.09448219746979153,0.09958237540763844,0.8507629316022907,0.8355942272172344,0.8659316359873469,0.9881030175804252,0.9748209106334453,1.001385124527405,0.07739045946633735,0.07559110231690468,0.07918981661577003,0.9790104398508773,0.9624919329215526,0.9955289467802021,43.691295862197876
48,2,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,730.1506996724402,719.9980870890428,740.3033122558376,744.3257736221127,723.2396990476439,765.4118481965816,479.3933563424377,470.8969352184134,487.889777466462,0.06823036103868185,0.06714399316110214,0.06935246120788943,0.06452942090323885,0.06307884803702296,0.06604827936188354,0.004171757133462349,0.0040999944444875674,0.004246076717790454,0.804830511025899,0.7888063796739688,0.8208546423778291,1.0,0.9874855732602297,1.0125144267397703,0.6982501566614352,0.6773894202583733,0.719110893064497,0.04161291776007142,0.040812943738446385,0.04241289178169646,24.201034545898438
47,3,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,724.4420034984284,703.7321508632239,745.151856133633,749.3828612486858,729.0013054348979,769.7644170624737,481.44317355736104,473.98099785252083,488.90534926220124,0.06900474238101582,0.06717862900886579,0.07093290813830991,0.06310749703075959,0.06203129615891754,0.06422169992068064,0.006233294015464083,0.006144978665712288,0.006324184909073904,0.8071681610048717,0.7894243669897565,0.8249119550199868,1.0,0.9874855732602297,1.0125144267397703,0.6899857675671043,0.6779737125453318,0.7019978225888768,0.06203659969976546,0.06044717097181356,0.06362602842771736,11.69917631149292
49,1,0.01,0.01,1,1,1,1,0.08333333333333333,0.125,0.06666666666666667,0.1111111111111111,0.09090909090909091,0.1,742.2863346220727,732.3012863528818,752.2713828912636,754.2329282746562,732.4522826486575,776.0135739006548,480.0159083998635,472.916134317236,487.115682482491,0.06739635938672707,0.0662988560013147,0.06853081027806274,0.06540914525010633,0.06420581127863462,0.06665844606951127,0.002083264288747236,0.00205290044225982,0.0021145398252138967,0.804507446330358,0.7856844885689431,0.8233304040917728,1.0,0.9874855732602297,1.0125144267397703,0.7142819290795308,0.6943066737922043,0.7342571843668573,0.020759407117278937,0.02023542060166612,0.021283393632891754,20.1982741355896
