N_A,N_B,r_Z_A,r_Z_B,c_APP,c_STO,r_A_APP,r_B_APP,r_A_STO,r_B_STO,R0,R0_low,R0_up,R0_A,R0_A_low,R0_A_up,R0_B,R0_B_low,R0_B_up,X0,X0_low,X0_up,X0_A,X0_A_low,X0_A_up,X0_B,X0_B_low,X0_B_up,Uapp,Uapp_low,Uapp_up,Usto,Usto_low,Usto_up,sim_time_sec
6,44,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.06666666666666667,682.5930302437655,669.1772203740287,696.0088401135023,445.77331015689106,433.3190633664339,458.2275569473482,738.0755190616363,722.3101586285132,753.8408794947594,0.07341673754026312,0.07203254172015212,0.07485517378296302,0.013538105056765386,0.013304722280508278,0.013779821718044111,0.05956648619186099,0.05835931269678503,0.06082465577798686,0.5480836837342185,0.5345204622840485,0.5616469051843884,1.0,0.9713515668682959,1.028648433131704,20.38356375694275
5,45,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.09090909090909091,525.7071261870174,514.0409176818453,537.3733346921895,431.1874890562003,418.66798028377667,443.70699782862397,542.6507653072624,532.7844649066949,552.5170657078299,0.09453653635462818,0.09320151740901891,0.0959103567265451,0.011641426894148573,0.011456253271297621,0.011832684986574624,0.08273627952041826,0.08098914893453565,0.08456045168973697,0.6578662769107096,0.6448510092760598,0.6708815445453595,1.0,0.9874855732602297,1.0125144267397703,34.0395724773407
0,50,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.09090909090909091,550.1219633156257,540.696093165555,559.5478334656965,0.0,0.0,0.0,550.1219633156257,540.696093165555,559.5478334656965,0.09082045662221722,0.08890909271761208,0.09281580690268923,0.0,0.0,0.0,0.09082045662221722,0.08890909271761208,0.09281580690268923,0.5385980024610479,0.5256835631340668,0.551512441788029,1.0,0.9713515668682959,1.028648433131704,15.521109342575073
9,41,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07692307692307693,585.2110043266986,573.1748278036918,597.2471808497054,435.0975208308953,428.5698285250287,441.6252131367619,636.1761212733774,623.6144775364254,648.7377650103293,0.0850588387581972,0.08360288912771915,0.08656639808562713,0.020661241042402412,0.020369520590974667,0.020961438600006103,0.06443849725878054,0.06341268398363624,0.06549804496758088,0.6755085353914689,0.6585129433674455,0.6925041274154924,1.0,0.9874855732602297,1.0125144267397703,17.015767335891724
11,39,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.14285714285714285,363.7116415002903,357.62842865552506,369.7948543450555,516.5038449067546,504.4271386771418,528.5805511363674,337.0004824138694,329.55429449922724,344.4466703285116,0.1378009112724144,0.13567194282561873,0.13999776058929753,0.021362511060299145,0.02087452461578987,0.021873859074882176,0.11568148386520218,0.11340410634932217,0.11805220433114073,0.9939420719323406,0.9806183541184704,1.0072657897462107,0.9927403593399388,0.9757111559355809,1.0097695627442966,29.991705894470215
8,42,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1111111111111111,441.2842448319218,428.3879393114866,454.180550352357,422.6170404624285,415.1731165719343,430.0609643529227,443.90305907807425,435.9716894448407,451.8344287113078,0.11370023684577986,0.11138669684135705,0.11611192138928604,0.018936475812149897,0.018631120559781326,0.019252007101217068,0.09507685897493096,0.09292295650090637,0.09733298342135233,0.8350408636455158,0.8130503997704832,0.8570313275205483,1.0,0.9874855732602297,1.0125144267397703,23.232449293136597
12,38,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1,471.2956222592176,462.01889304136995,480.5723514770653,426.60745878684736,420.71642939030147,432.49848818339325,488.619880775321,476.9061338933416,500.33362765730044,0.10612703684719144,0.10391936248720121,0.10843054731352299,0.028132592729284422,0.02774195463117135,0.02853438920242584,0.07778008761069753,0.07612888506388847,0.07950450591176865,0.8707219987543497,0.8547722324754837,0.8866717650332158,1.0,0.9713515668682959,1.028648433131704,15.71953558921814
4,46,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1111111111111111,444.88680504032016,436.7074622306185,453.0661478500218,415.7810175498595,408.6163274332348,422.94570766648417,449.32727549229435,440.29524067665096,458.35931030793773,0.11197923773369549,0.1101520030583148,0.1138681164191905,0.009592238938099924,0.009345983671863697,0.009851822438640717,0.1031492438919894,0.1005406972063815,0.10589675445768798,0.7612443804722296,0.7392406284595039,0.7832481324849554,1.0,0.9874855732602297,1.0125144267397703,37.25341320037842
0,50,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.08333333333333333,600.7160299807513,590.7797587484239,610.6523012130787,0.0,0.0,0.0,600.7160299807513,590.7797587484239,610.6523012130787,0.08335322067270547,0.08220589100116399,0.08453302971110485,0.0,0.0,0.0,0.08335322067270547,0.08220589100116399,0.08453302971110485,0.5005349436559559,0.4885113882647106,0.5125584990472012,1.0,0.9874855732602297,1.0125144267397703,14.057722568511963
7,43,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.14285714285714285,359.7764011850186,353.57781727803416,365.974985092003,443.14147379040315,433.4558204273197,452.82712715348663,348.3371558744251,339.99791068273714,356.67640106611304,0.13895118795329078,0.1368068175238905,0.14116385247117233,0.015796504291289253,0.015472744860264615,0.01613410229515654,0.12336479899584929,0.12075332133645555,0.1260917279695827,0.9587060884915531,0.9338580200940362,0.9835541568890701,0.9995368905636663,0.9869971196348055,1.0120766614925272,24.207307815551758
11,39,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.125,400.93795503824083,394.30085543577826,407.5750546407034,445.59829477842715,434.0933764968616,457.1032130599927,388.610750387771,380.9995101791041,396.22199059643793,0.1250603939312937,0.12198575358777076,0.12829403393404282,0.024838929154325402,0.024133133363727795,0.02558725198808106,0.10024601508231128,0.09839030231547964,0.10217307367221178,0.9555038706090881,0.934303816181725,0.9767039250364513,1.0,0.9713515668682959,1.028648433131704,14.905880451202393
9,41,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07142857142857142,624.4466692099646,613.9894802459131,634.9038581740161,440.93247189620234,433.10976553708554,448.75517825531915,686.8376872108529,677.2497277128933,696.4256467088125,0.08011747570049238,0.07867696817470943,0.08161171593008913,0.020364531060168146,0.019773671166681144,0.020991789728449887,0.05966982438622713,0.05838784884201544,0.06100935832858768,0.6474820637623571,0.6334823504252194,0.6614817770994947,1.0,0.9713515668682959,1.028648433131704,16.990490913391113
5,45,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.08333333333333333,574.290274304679,561.9198963372685,586.6606522720895,435.2508236777013,426.7516942295052,443.74995312589743,594.2852300781011,583.7399331003096,604.8305270558926,0.08709092144751926,0.08558170860978487,0.08865431903066096,0.011489204831050967,0.011248354324135991,0.011740595232867537,0.07579631857981227,0.07448290941759589,0.0771568797280713,0.6154651194071176,0.601604090916404,0.6293261478978311,1.0,0.9874855732602297,1.0125144267397703,25.205470085144043
1,49,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.09090909090909091,546.4544927131082,533.8979096690463,559.01107575717,432.32957172992474,420.63024930478457,444.0288941550649,552.5940869210656,540.0024161750503,565.1857576670809,0.09091630988253514,0.08904198193878399,0.0928712435344754,0.0023130501945508777,0.002252105692137182,0.002377384892438893,0.08862426774442794,0.08706664966001353,0.09023863244501118,0.5667626685349866,0.5536418308226659,0.5798835062473072,1.0,0.9874855732602297,1.0125144267397703,51.21546649932861
12,38,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.09090909090909091,501.7568954011949,492.00383970231826,511.5099511000716,429.122569778288,416.74972583868254,441.4954137178934,533.8784978009515,526.1500921609279,541.6069034409752,0.09930395733088582,0.09784932535942371,0.10080249118320943,0.02783569698552563,0.027467896435168514,0.028213481061064204,0.07102300206875854,0.06954560650948591,0.07256453028578988,0.8189723699883613,0.7994609373939624,0.8384838025827602,1.0,0.9874855732602297,1.0125144267397703,21.322775840759277
0,50,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07692307692307693,651.3379113414385,639.3717333182899,663.3040893645871,0.0,0.0,0.0,651.3379113414385,639.3717333182899,663.3040893645871,0.07680778939457597,0.0754611875163381,0.07820332459957702,0.0,0.0,0.0,0.07680778939457597,0.0754611875163381,0.07820332459957702,0.4603444794132997,0.4481610057002774,0.472527953126322,1.0,0.9874855732602297,1.0125144267397703,15.700007915496826
8,42,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1,476.6548776828035,462.9405703362904,490.36918502931655,424.68686347703056,418.4138239569104,430.9599029971507,492.76771700105064,481.8280735451708,503.7073604569305,0.1040236838013777,0.10231240669711295,0.10579318031807716,0.018879469651655604,0.018595239104636313,0.019172524071331024,0.08553510448794226,0.08414479660405672,0.08697212780785764,0.7852652279774257,0.763282990749794,0.8072474652050574,1.0,0.9713515668682959,1.028648433131704,27.26020359992981
2,48,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07142857142857142,687.5815523394131,668.7397259451635,706.4233787336626,445.31460178646995,438.2244566332054,452.4047469397345,700.9224962961885,687.8398615834956,714.0051310088813,0.07292614976211091,0.07179955689411689,0.074088660509246,0.004576747914737832,0.0044445507084716765,0.004717050254934052,0.06834125703375715,0.067328622609946,0.0693848169856147,0.4695588584768075,0.45967442745350345,0.47944328950011156,1.0,0.9713515668682959,1.028648433131704,42.97645545005798
9,41,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.06666666666666667,653.984396329116,644.8872854722357,663.0815071859962,440.7202901822884,428.0338439893775,453.40673637519933,732.1065233251088,713.0087989248501,751.2042477253675,0.07662587043259335,0.07537303159323079,0.07792106224215466,0.020355995632045088,0.020055619283468527,0.020665506360905566,0.056042469185728014,0.05461123219233789,0.05755074414512716,0.6210228252000385,0.6112558890759644,0.6307897613241126,1.0,0.9713515668682959,1.028648433131704,17.39177966117859
7,43,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.125,400.4558500666969,394.5664947378038,406.34520539558997,416.14088545416996,409.55345570576696,422.72831520257296,397.3145380218639,391.6958574022775,402.93321864145025,0.12489325430834387,0.12287040411287965,0.1269838249132106,0.01680551182154711,0.016365944478929154,0.01726934324469543,0.10874795368414428,0.10602186089424316,0.1116179358518105,0.8787185885799897,0.859608132354372,0.8978290448056075,1.0,0.9874855732602297,1.0125144267397703,26.70608401298523
0,50,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07142857142857142,700.1884762052531,687.6976268166266,712.6793255938796,0.0,0.0,0.0,700.1884762052531,687.6976268166266,712.6793255938796,0.07161255118385515,0.07020943423914501,0.0730728936054676,0.0,0.0,0.0,0.07161255118385515,0.07020943423914501,0.0730728936054676,0.4262743960859995,0.4159381516771496,0.4366106404948494,1.0,0.9874855732602297,1.0125144267397703,12.828035831451416
11,39,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1111111111111111,437.8259128147056,428.1226456409079,447.5291799885033,426.6866851843808,419.59038189053024,433.78298847823135,446.98007580342454,437.54477786736174,456.41537373948734,0.11270794780720621,0.11089995370178476,0.11457587011810373,0.025714932696439124,0.02521116639073126,0.02623924187512377,0.08750924787345449,0.085934005602149,0.08914331955655624,0.8832690611006698,0.8632250005954011,0.9033131216059386,1.0,0.9874855732602297,1.0125144267397703,25.753944396972656
12,38,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.08333333333333333,539.891226868398,531.1286401457352,548.6538135910608,431.5385372267569,423.31561314640044,439.76146130711334,589.151190375246,579.6707123685139,598.631668381978,0.09230201477633736,0.09058680208993544,0.09408343432545747,0.0277857119951087,0.02741171367948947,0.028170056949724874,0.06473146894035563,0.06285813701571866,0.06671989092700469,0.7839539209988461,0.7687719927046452,0.7991358492930469,1.0,0.9874855732602297,1.0125144267397703,21.4582359790802
8,42,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.09090909090909091,517.721941975795,507.43959685600856,528.0042870955813,426.526598684819,414.7976759227106,438.25552144692745,540.6628756314535,530.1041755576665,551.2215757052405,0.09632889764833756,0.09460835718393612,0.09811317649295265,0.01869830617962826,0.018418123113904613,0.018987145415800127,0.07768461564382895,0.0762039814876209,0.07922392697612243,0.7343554258409999,0.7146984226064925,0.7540124290755073,1.0,0.9713515668682959,1.028648433131704,16.934723138809204
1,49,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.08333333333333333,596.498340716854,583.9427021623852,609.0539792713229,435.38703122152725,424.8128368811877,445.9612255618668,599.5462882598216,581.8619997523068,617.2305767673364,0.08373508362857253,0.08140968305477664,0.08619723673166932,0.0022968070435961025,0.0022423474120201806,0.00235397783019368,0.0815960897996714,0.07997389179827838,0.08328545996360999,0.523626489704287,0.5101177313151598,0.5371352480934143,1.0,0.9874855732602297,1.0125144267397703,30.527724027633667
5,45,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07692307692307693,617.1842200608263,608.7621932606672,625.6062468609854,439.4110555829541,432.3024513982372,446.51965976767093,646.0367388233861,636.3042847654036,655.7691928813687,0.08102888626422719,0.07948738675328511,0.08263135681100715,0.011366749314489439,0.011149508418709457,0.011592624028770536,0.06965768910683663,0.06863426717439944,0.0707120940109567,0.5729419700619913,0.5571872411858968,0.5886966989380858,1.0,0.9713515668682959,1.028648433131704,34.1268994808197
0,50,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.06666666666666667,762.3588269553496,740.3006169912018,784.4170369194975,0.0,0.0,0.0,762.3588269553496,740.3006169912018,784.4170369194975,0.0656304610674798,0.06382173456689126,0.06754469741691918,0.0,0.0,0.0,0.0656304610674798,0.06382173456689126,0.06754469741691918,0.3964925833826547,0.38643544810865527,0.4065497186566541,1.0,0.9874855732602297,1.0125144267397703,14.696879625320435
12,38,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.07692307692307693,569.8826461409798,557.0229337230513,582.7423585589082,437.47713338200504,425.50557914603496,449.4486876179751,631.1071071978813,620.7763456439661,641.4378687517965,0.08791034348316373,0.08658310878319145,0.08927890206768364,0.02743634169518163,0.0267304553218999,0.028180520773558197,0.06007621294783683,0.05883196061441577,0.06137423244496128,0.7564479905405712,0.7356677340337426,0.7772282470473998,1.0,0.9713515668682959,1.028648433131704,12.45579743385315
4,46,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1,493.53033200064147,482.0191771276306,505.04148687365233,422.7305984256601,414.3461179252155,431.11507892610473,500.198210091288,491.4422718284539,508.9541483541221,0.10119778199506763,0.09933664267133185,0.10312999229486194,0.009449829123936843,0.009324097414949412,0.009578998065830692,0.09173325017578629,0.09008210043514314,0.09344605922110986,0.676834316687012,0.6617579723427915,0.6919106610312324,1.0,0.9713515668682959,1.028648433131704,47.44499588012695
11,39,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.1,479.3851099776563,469.938300994924,488.83191896038863,425.1628543316921,417.03981551698854,433.2858931463956,491.32775489031496,481.6188023697176,501.0367074109123,0.10493486315433057,0.10284057531001432,0.10711622202995096,0.025718644271386065,0.025242124440907066,0.026213501723934995,0.07935493097872723,0.07779440760095316,0.08097934282912457,0.8247164367370159,0.808165258108381,0.8412676153656508,1.0,0.9713515668682959,1.028648433131704,19.093168258666992
10,40,0.01,0.01,1,1,0.07142857142857142,0.16666666666666666,0.125,0.14285714285714285,359.4824125367431,352.96155546756955,366.0032696059166,503.18526298816977,489.42932650782524,516.9411994685142,336.1147714572191,329.88895655943963,342.34058635499855,0.13902078638838863,0.134998013403941,0.14329067023795203,0.01992691759377268,0.01941381025787153,0.02046788411980474,0.11859558353093555,0.1163194017051356,0.1209626257114253,0.9932557376793619,0.9787147922483753,1.0077966831103486,0.9944405791613599,0.9800739738488184,1.0088071844739013,28.77999711036682
