N_read,N_write,r_Z_read,r_Z_write,C_DB_read,r_DB_read,C_DB_write,r_DB_write,R0,R0_low,R0_up,R0_read,R0_read_low,R0_read_up,R0_write,R0_write_low,R0_write_up,X0,X0_low,X0_up,X0_read,X0_read_low,X0_read_up,X0_write,X0_write_low,X0_write_up,U_DBread,U_DBread_low,U_DBread_up,U_DBwrite,U_DBwrite_low,U_DBwrite_up,sim_time_sec
90,10,0.1,0.002,1,0.2,1,0.025,500.96193345443874,489.12263157411803,512.8012353347594,528.4549042030147,515.3075080793448,541.6023003266847,592.3654051811915,574.7624706881027,609.9683396742803,0.20476628577576364,0.19889465660724664,0.21099513687318774,0.17026120388092178,0.165493125531582,0.17531218239478494,0.01694473561504358,0.016676221730509398,0.017222038016153563,0.8542680693799961,0.8366575338271456,0.8718786049328466,0.6876805109537234,0.6694425739092349,0.7059184479982119,42.75893425941467
90,10,0.1,0.003703703703703704,1,0.2,1,0.025,1071.6055588873578,997.2277809458781,1145.9833368288375,1630.2005433545196,1523.6708158982754,1736.7302708107638,430.31903163113094,421.6736597405303,438.9644035217316,0.1025232780975988,0.09683759564774773,0.10891825964576635,0.056688242367091385,0.05249700455902779,0.061606783581984396,0.023241319948114406,0.022776041774017715,0.023726004340946842,0.2834845929491143,0.2626724627170739,0.30429672318115475,0.9297636219048074,0.9041331855714659,0.9553940582381489,93.2203197479248
90,10,0.1,0.002325581395348837,1,0.2,1,0.025,549.3932647853726,533.24825003945,565.5382795312952,596.4541784818579,582.9234639117271,609.9848930519886,537.4192489480937,521.3837107819207,553.4547871142667,0.18603456102350013,0.1809051520913385,0.19146333817929104,0.15020633871883327,0.14722008174562407,0.15331625227154608,0.018866507439715557,0.018590985585165542,0.01915031871499236,0.7436415738861325,0.7221377760383478,0.7651453717339172,0.7633247054246098,0.7446697936865776,0.7819796171626421,60.845542669296265
90,10,0.1,0.001851851851851852,1,0.2,1,0.025,485.6349038658359,473.07331418196225,498.19649354970954,508.61604124893717,496.6473483086467,520.5847341892276,626.1887394403012,607.5449629247742,644.8325159558283,0.20919904366470846,0.20543125034136506,0.21310762864894423,0.177203668993242,0.17331101220953,0.18127520576664222,0.0159492848119126,0.015686392606306523,0.016221138966489135,0.8793920674031669,0.8573530073327599,0.9014311274735739,0.6453496804304795,0.6296450673128366,0.6610542935481223,37.99786710739136
90,10,0.1,0.00196078431372549,1,0.2,1,0.025,495.006326748308,481.50914271808506,508.503510778531,522.8039322195464,507.41036205215846,538.1975023869343,597.6736235830552,581.3156797477371,614.0315674183734,0.20519575858484143,0.20004092531590098,0.21062328761930804,0.17241557708574173,0.1674351383246857,0.17770139045669528,0.01675033307808492,0.016270249334827184,0.01725960972615468,0.865158971529791,0.848521550576461,0.8817963924831211,0.6707787987115519,0.6582839911516817,0.6832736062714221,35.50955128669739
90,10,0.1,0.0025,1,0.2,1,0.025,590.3984508745665,573.9910561983459,606.8058455507871,663.5220664220042,640.0335151970775,687.0106176469309,510.5989398730131,497.0683194932552,524.129560252771,0.1747849051699453,0.16978174392844494,0.18009188772123333,0.1347151652392885,0.13062429780188442,0.13907055085725886,0.019597949732166817,0.01928084386758509,0.019925660692572605,0.6741459003131869,0.6560206917399812,0.6922711088863925,0.7768858707836245,0.7633442833207693,0.7904274582464796,73.29642415046692
90,10,0.1,0.002702702702702703,1,0.2,1,0.025,625.2264106475321,605.7021522199425,644.7506690751218,729.5413142461698,701.9823170552501,757.1003114370895,488.2771908934617,479.04066720179577,497.5137145851276,0.1649023578105726,0.16007593301364278,0.17002887214192985,0.12385160092807349,0.11862853918130715,0.12955577478031602,0.02051600811521263,0.020194892781271616,0.020847500445471057,0.6204368565629897,0.6028317771062469,0.6380419360197326,0.8176952899390593,0.7956905409890309,0.8397000388890876,74.28233194351196
90,10,0.1,0.0017857142857142857,1,0.2,1,0.025,482.93299738863374,472.7055381957105,493.16045658155696,500.1951382999207,487.5087775759917,512.8814990238498,636.6281282238967,626.8384576729059,646.4177987748876,0.21013668582595857,0.20522804233250797,0.21528589295014527,0.17904136110865987,0.1743835238225103,0.18395485148571147,0.01571117283252489,0.015403066563553306,0.01603185673947989,0.8987663366198285,0.8726069236098453,0.9249257496298118,0.6276536328179406,0.6113625771549934,0.6439446884808878,34.619221687316895
90,10,0.1,0.004166666666666667,1,0.2,1,0.025,1487.2173891059824,1326.8920619984528,1647.542716213512,2378.163167060122,2172.957120595872,2583.369213524372,420.20073323592294,414.746420865221,425.65504560662487,0.08308075737909877,0.07680563612310504,0.09047247751010758,0.03765316322618321,0.034551378182024126,0.041366788965259596,0.023920745666894425,0.023278464347233335,0.02459947529527286,0.18822975410676293,0.16747997778577742,0.20897953042774844,0.9587520223416759,0.947452227420303,0.9700518172630488,110.83996295928955
90,10,0.1,0.0029411764705882353,1,0.2,1,0.025,702.1364837245229,676.9068610756556,727.3661063733903,848.245708021889,811.7021695369871,884.7892465067908,470.3331340627854,463.57922750933454,477.08704061623627,0.14935644440768592,0.14402902911426776,0.15509310301020068,0.10591729987721893,0.10171774738233234,0.11047855392282974,0.021262398627435616,0.02097205383305547,0.021560895562382675,0.5301827798518715,0.5109638396577125,0.5494017200460304,0.8498995067618057,0.8246183054989398,0.8751807080246716,78.57330703735352
90,10,0.1,0.0019230769230769232,1,0.2,1,0.025,505.1405661651968,490.29316726405483,519.9879650663388,521.3351380697027,509.179322104376,533.4909540350294,607.1668283442913,595.452549409782,618.8811072788005,0.2015186403449998,0.19603545650321597,0.20731738384527398,0.17131557810928902,0.16665105694093343,0.17624873589767312,0.01646375145866377,0.016165607215761903,0.016773099759798203,0.8442606391086769,0.8270477470299783,0.8614735311873755,0.6575097405863438,0.6428119108072994,0.6722075703653883,41.140299558639526
90,10,0.1,0.0018181818181818182,1,0.2,1,0.025,482.9806565724715,472.38891912509536,493.57239401984765,501.72039632586433,489.9809880563742,513.4598045953545,635.2818839637781,623.4045856888387,647.1591822387176,0.20948217254160464,0.2035701465150456,0.21574786025079357,0.17781310625983937,0.17319430954981757,0.18268500358559273,0.015820627001295363,0.015512625861909811,0.016141106541640367,0.8913323718333139,0.8682254704813414,0.9144392731852865,0.6352500038406743,0.6208084219461382,0.6496915857352105,46.423357009887695
90,10,0.1,0.0032258064516129032,1,0.2,1,0.025,814.2263124587628,773.2405866420124,855.2120382755131,1059.4184119458578,997.4719159981134,1121.364907893602,452.0499282686128,439.5911304698427,464.5087260673829,0.13114568108508043,0.12526051853359582,0.13761111647382612,0.08536072670104448,0.08099099909392961,0.09022886732036492,0.022115908529925104,0.021727699050535648,0.022518242677047155,0.42193729903535276,0.40028925882001026,0.44358533925069527,0.8923364545494493,0.8802658287927735,0.9044070803061252,83.70725107192993
90,10,0.1,0.0016129032258064516,1,0.2,1,0.025,473.32624015625737,462.0896694603782,484.5628108521365,483.776249582491,474.0093813717194,493.5431177932626,696.9194049444777,684.3697992148416,709.4690106741139,0.2126494040864645,0.2070403660269568,0.21857081965219688,0.18574546294343133,0.18223460902712676,0.18939425146405295,0.014349794590350884,0.014099710346219593,0.014608910432693085,0.9370304710599856,0.9159963357362153,0.9580646063837559,0.5782928139473731,0.5660274524617844,0.5905581754329617,38.05208659172058
90,10,0.1,0.001694915254237288,1,0.2,1,0.025,474.32445091487034,461.5805328163489,487.06836901339176,487.71777774041965,476.53329502823215,498.90226045260715,674.1540944124173,662.712096138839,685.5960926859956,0.21396879667265684,0.20899225828612383,0.21918811962819096,0.18399684461881766,0.17867626652103347,0.1896440177254198,0.014931796816289923,0.01452160744910024,0.015365832874999739,0.9175204409997562,0.8992445317635994,0.9357963502359129,0.5913217213831893,0.5790533944927503,0.6035900482736283,47.24908638000488
90,10,0.1,0.0035714285714285713,1,0.2,1,0.025,998.0155963327446,941.3075267099819,1054.7236659555074,1395.5906015975875,1309.86262290967,1481.3185802855048,432.9030140066878,426.94783521431725,438.8581927990583,0.11196069641045812,0.10581474009777604,0.1188646188096702,0.06446010605640055,0.06059601554868415,0.06885057374737107,0.023076980050058087,0.022751876777606542,0.023411508854696363,0.3218413111588043,0.30388772059824104,0.3397949017193676,0.9096864102268212,0.8842070172596317,0.9351658031940107,92.20757055282593
90,10,0.1,0.0015384615384615385,1,0.2,1,0.025,465.4367578519348,454.43219060613535,476.4413250977342,463.36981837159345,449.742899978727,476.9967367644599,723.0938666123012,706.5025088383159,739.6852243862866,0.21738060855440788,0.2112021642145528,0.22393143102186713,0.18878114460984705,0.1837288672949545,0.19411913933259284,0.01382940738573079,0.013493216467100092,0.014182779138031435,0.9637472072547777,0.9465059967465471,0.9809884177630083,0.5474016465123412,0.5347485119969643,0.5600547810277182,46.961437463760376
90,10,0.1,0.0013513513513513514,1,0.2,1,0.025,463.5311020690644,452.3142349911159,474.7479691470129,466.3995311837408,453.8322455277204,478.96681683976124,804.2289397656749,780.4997556405107,827.9581238908391,0.21769910472883985,0.21202397502449935,0.22368639607490043,0.19206136619903197,0.18694333168786437,0.19746752648438212,0.012457718233316683,0.012118968851687827,0.012815949619308122,0.9663853018230814,0.9434832648462617,0.989287338799901,0.496669730339141,0.4830831394101892,0.5102563212680928,41.19477558135986
90,10,0.1,0.0015873015873015873,1,0.2,1,0.025,463.295860172392,453.7773984085471,472.81432193623687,476.4794696685001,464.72284642963245,488.2360929073677,703.7927231289156,693.835792154521,713.7496541033101,0.21658214198348102,0.21101570021351915,0.22245021807632256,0.18931129652101006,0.18497705749816493,0.19385352197880684,0.014112266910290465,0.013713388051892051,0.014535045161654105,0.9508638163636441,0.9277079682298528,0.9740196644974355,0.5668398113314801,0.555625702706733,0.5780539199562272,42.14311909675598
90,10,0.1,0.0014084507042253522,1,0.2,1,0.025,458.81880409071647,447.88441466184145,469.7531935195915,454.0775960327794,442.2940432818422,465.8611487837166,781.3711555878109,767.4336218689305,795.3086893066913,0.21989704860614484,0.2156088077958721,0.2243593284085441,0.19374181738395016,0.18832662197853361,0.19947765258566857,0.012769036557029672,0.012555299108399535,0.012990177233582874,0.9803876774968464,0.9634043812148244,0.9973709737788684,0.502893698685955,0.48923337572534265,0.5165540216465674,57.5754337310791
90,10,0.1,0.0014705882352941176,1,0.2,1,0.025,469.9561464060295,459.5753676261247,480.3369251859343,473.19505435481284,462.810350176059,483.5797585335667,751.2143096852701,739.7601893272947,762.6684300432455,0.21519299693505045,0.21087607826912466,0.21969035578870763,0.19044513705175917,0.18786927447716914,0.19309261650614049,0.013312855156396646,0.013108813571946766,0.013523349077737891,0.9307561890315347,0.908302951832372,0.9532094262306974,0.5256947499620256,0.5105966914869252,0.540792808437126,62.510464906692505
90,10,0.1,0.0016666666666666668,1,0.2,1,0.025,475.3325301455904,463.3374556751052,487.3276046160756,488.79634510951723,478.47195120132983,499.12073901770464,678.3164190696461,666.7614520633962,689.8713860758961,0.2121006948389724,0.2067641226981696,0.2177200386476547,0.18221195411025187,0.1770107832180855,0.18772803379341418,0.014758157145467346,0.014543765720289842,0.014978963879819281,0.9125800669699261,0.8890977560875849,0.9360623778522673,0.5958635116781834,0.5809085530262372,0.6108184703301296,54.370986223220825
90,10,0.1,0.004761904761904762,1,0.2,1,0.025,1794.9732927728858,1548.513215989932,2041.4333695558396,4257.3481287895665,3598.409681623616,4916.286575955517,409.7957097428856,397.8951412898496,421.6962781959216,0.07247039923297222,0.06745563577762896,0.07829065599991582,0.021139822347147636,0.01832932437793643,0.024968296628085522,0.02436771114424437,0.023947485961362754,0.024802947781794725,0.10569759061852284,0.08464443002313143,0.12675075121391424,0.9758721717015727,0.949269390091995,1.0024749533111506,152.8506898880005
90,10,0.1,0.0017543859649122807,1,0.2,1,0.025,484.70316049813846,473.9608668027554,495.4454541935215,503.0539195165571,489.059666165606,517.0481728675081,650.5758937324916,641.483823201893,659.6679642630903,0.21062934243115808,0.2055631529580949,0.21595155848268754,0.1805464911627946,0.17532494414468727,0.18608860265783606,0.015308284173158927,0.014980367790416357,0.015650877847923038,0.9202159933135073,0.8958300953249985,0.9446018913020162,0.6108167781349585,0.5999537056286072,0.6216798506413098,101.51796245574951
90,10,0.1,0.0012987012987012987,1,0.2,1,0.025,462.1889985854593,450.7440135533396,473.63398361757896,470.23989938300514,458.1530309204361,482.3267678455742,837.94484659606,817.0087166167556,858.8809765753643,0.21877211915568157,0.21286147922481252,0.22502038192018178,0.19152068774295367,0.18765266154442556,0.19555153088909372,0.011934594104924737,0.011650808947490748,0.012232549025186227,0.9717992487088496,0.9540787819888726,0.9895197154288266,0.4755261866474147,0.4637849525809536,0.4872674207138758,61.66518425941467
90,10,0.1,0.004,1,0.2,1,0.025,1276.8297253314292,1182.879737770078,1370.7797128927805,2084.445457695596,1904.243212259198,2264.6477031319937,422.57271572696555,415.335799485836,429.8096319680951,0.08992862691655079,0.0850594603408955,0.09538910653093587,0.04305122802419295,0.039424924245370405,0.047412201403403645,0.023641096508856194,0.023320484728397865,0.023970646765974924,0.21605567243682053,0.19353201492206265,0.2385793299515784,0.9536852090987755,0.9276581132287626,0.9797123049687885,114.20669054985046
90,10,0.1,0.0015151515151515152,1,0.2,1,0.025,466.96004030267096,454.07883209874694,479.841248506595,479.6380797644948,465.5579026329083,493.71825689608136,729.6622134188606,708.5545547330904,750.7698721046307,0.21467692438141622,0.2109417262039952,0.2185467872873811,0.18758239075674651,0.18253229873759058,0.1929198741699299,0.013619968597669544,0.013380378373658337,0.013868295508519932,0.9271627182693298,0.9048052716208298,0.9495201649178299,0.5414440031290074,0.5312234985519944,0.5516645077060205,68.70286655426025
90,10,0.1,0.0017241379310344827,1,0.2,1,0.025,471.69314452370617,457.8793669264816,485.5069221209307,492.12573920053075,479.5427314178804,504.7087469831811,667.8447669037255,652.0713892058826,683.6181446015684,0.21381429009662992,0.20778909695649278,0.22019933900570574,0.18351134367070993,0.18015958003504304,0.1869901867500141,0.015001492919471017,0.014675173459055729,0.01534265459519574,0.9264142744919766,0.9076107854258381,0.945217763558115,0.6030960053196728,0.5883865824880669,0.6178054281512787,27.907487392425537
90,10,0.1,0.0013333333333333333,1,0.2,1,0.025,460.67896191112743,450.21777488805805,471.1401489341968,461.6060986252186,451.4024011977478,471.80979605268936,830.4072998965006,805.9981249750642,854.816474817937,0.21899143466351062,0.21402346230128566,0.2241955237562651,0.1936266590604598,0.18972121729789782,0.19769626853501315,0.012188808161798095,0.011971880923856046,0.012413741799053746,0.9822312351572025,0.9665652110211669,0.997897259293238,0.48787749489602805,0.4745929938283247,0.5011619959637313,60.37839984893799
90,10,0.1,0.0015625,1,0.2,1,0.025,461.44174871394887,449.34094168885673,473.542555739041,476.4041993334421,463.8514661185594,488.95693254832474,715.5756667374918,702.0037760583978,729.1475574165859,0.21586750870706453,0.21084656375785493,0.2211334172164851,0.1888845464102129,0.18514808575332786,0.1927749237549952,0.01399691760388099,0.013740059412917444,0.014263562214134586,0.9524989688863253,0.9357450802804543,0.9692528574921964,0.5644229282310168,0.5491273098613507,0.5797185466006829,57.034157276153564
90,10,0.1,0.0014492753623188406,1,0.2,1,0.025,458.78406085342715,447.1646771443546,470.4034445624997,471.99695416178946,461.04815791998107,482.94575040359786,756.8333114169692,742.5897165683925,771.0769062655459,0.2182118890200011,0.21464546259654316,0.22189883330884771,0.1925452425926582,0.18721462992284083,0.1981883118693262,0.013166445221065512,0.012938677388520194,0.013402375834616221,0.9736185479176339,0.9520652798450322,0.9951718159902356,0.5262562836195068,0.5138686388763529,0.5386439283626607,62.17504358291626
90,10,0.1,0.001639344262295082,1,0.2,1,0.025,470.11433600232476,460.5134777383603,479.71519426628925,477.81211522563245,468.5579693947204,487.06626105654453,690.3250300805032,673.9009915594509,706.7490686015556,0.2141118219476069,0.20824646657372248,0.2203171536508829,0.18579128178802784,0.1812653720584081,0.1905489887474316,0.014486025944897587,0.014180769225697354,0.014804713759284141,0.9386096755770301,0.9150664553295667,0.9621528958244936,0.5805645200637951,0.5673150518497805,0.5938139882778097,56.824631214141846
90,10,0.1,0.001388888888888889,1,0.2,1,0.025,464.70606042862335,452.7811829586314,476.6309378986153,464.03983485200393,450.1773690862216,477.9023006177863,792.0040024585105,776.760731275147,807.247273641874,0.21701401120668168,0.2107132625662051,0.22370318453474747,0.19305555740331826,0.18840096575274823,0.19794596566294428,0.01261248491441826,0.012411377051163762,0.01282021742648932,0.9753364721454408,0.9605701022390586,0.9901028420518231,0.5054298629651915,0.4940016635253426,0.5168580624050405,68.31853318214417
90,10,0.1,0.001282051282051282,1,0.2,1,0.025,458.3759415074208,446.9945369557491,469.7573460590925,461.7642971234449,449.02957812953156,474.4990161173583,846.8525025147067,828.5418132452919,865.1631917841214,0.21895352934344392,0.21403567528474002,0.22410269117305817,0.19407434830112744,0.18942715184169578,0.1989552977657254,0.011804666856888937,0.01156979164956473,0.012049275945057647,0.9698968458057149,0.9517093230019779,0.9880843686094519,0.47190438851918903,0.46266548677612584,0.4811432902622522,50.637635946273804
90,10,0.1,0.00125,1,0.2,1,0.025,464.45155095375947,453.19072500456315,475.7123769029558,467.0554524252972,453.93690200842667,480.1740028421677,870.5152377992752,853.1403758199381,887.8900997786122,0.21662941724369236,0.21156267577876472,0.22194480156115576,0.19391439135384667,0.1893231925733206,0.19873380297189508,0.011518064270112866,0.011325080834090949,0.011717738737527534,0.9735440292999368,0.9577529134221917,0.9893351451776818,0.4678296568954339,0.45424518487059123,0.4814141289202765,53.812830448150635
